id;ime_gore;drzava;gorovje;visina;vrsta;ogledi;stevilo_slik;stevilo_poti;stevilo_gps_sledi;vpisna_knjiga;sirina;dolzina;priljubljenost_pct;mesto
2349;Sv. Peter (Gabonjin) / Sv. Petar (Gabonjin);Hrvaška;Jadranski otoki;252;vrh,cerkev;118461;11;2;0;1;45.1068;14.5637;56;1700
2350;Sv. Ilija (Spodnje Dramlje);Slovenija;Karavanke;304;cerkev;141187;4;2;0;1;46.2772;15.3956;58;1614
2351;Sveti Ivan (Baška);Hrvaška;Jadranski otoki;134;vrh,cerkev;151148;5;1;0;1;44.9731;14.7621;59;1578
2352;Mesečev plato / Planina Mjesec;Hrvaška;Jadranski otoki;380;planina;181547;5;2;0;;44.9817;14.7609;62;1464
2353;Diviška;Hrvaška;Jadranski otoki;471;vrh;130219;3;2;0;;45.00283;14.76826;57;1654
2354;Sv. Marija Magdalena (Dramlje);Slovenija;Karavanke;327;cerkev;153443;7;2;0;;46.273;15.3882;59;1566
2355;Zminja;Hrvaška;Jadranski otoki;537;vrh;127232;4;1;0;2;44.99145;14.69709;57;1666
2356;Razborški ribniki;Slovenija;Karavanke;330;jezero;176597;7;1;0;;46.2685;15.4187;61;1478
2357;Partizanska bolnica Zima;Slovenija;Karavanke;290;Vremenska napoved:;245409;10;1;0;;46.258;15.3648;68;1222
2358;Gradišče (Pustinjak);Slovenija;Kamniško Savinjske Alpe;871;vrh;271176;7;5;0;1;46.3306;14.3995;71;1123
2359;Sveta Lucija nad Studenicami;Slovenija;Pohorje, Dravinjske gorice in Haloze;290;cerkev;155521;6;3;0;1;46.3065;15.6119;59;1560
2360;Sv. Križ (Retje);Slovenija;Posavsko hribovje in Dolenjska;520;vrh,cerkev;170115;0;6;0;;46.1349;15.0555;61;1505
2361;Sv. Miklavž nad Mačami;Slovenija;Kamniško Savinjske Alpe;651;cerkev;213837;5;1;0;3;46.3166;14.4134;65;1338
2362;Špiček (Špečk);Slovenija;Goriško, Notranjsko in Snežniško hribovje;986;vrh;245730;12;3;0;;45.89677;14.00974;68;1219
2363;Križna gora nad Colom;Slovenija;Goriško, Notranjsko in Snežniško hribovje;957;vrh;266933;3;2;0;;45.89532;14.0033;70;1139
2364;Grilova kapela na Boču;Slovenija;Karavanke;534;cerkev;193663;5;3;0;;46.2642;15.6414;63;1418
2366;Formila na Boču;Slovenija;Karavanke;624;Vremenska napoved:;210172;11;7;0;;46.2852;15.6238;65;1359
2367;Partizanska bolnica na Formili/Boču;Slovenija;Karavanke;630;Vremenska napoved:;246990;9;7;0;;46.2829;15.6267;68;1211
2368;Sveti Vid pod Jernejevim vrhom;Slovenija;Karavanke;1075;sedlo,cerkev;153022;4;2;0;3;46.4439;14.9629;59;1568
2372;Veliki Karman / Monte Chiampon;Italija;Julijske Alpe;1713;Vremenska napoved:;262460;2;3;0;;46.2946;13.1815;70;1155
2374;Lopič / Monte Plauris;Italija;Julijske Alpe;1958;Vremenska napoved:;285600;2;2;0;;46.3592;13.1959;72;1070
2375;Mali Karman / Monte Cuarnan;Italija;Julijske Alpe;1372;Vremenska napoved:;202787;1;1;0;;46.2787;13.1866;64;1387
2376;Sveta Marjeta na Boču;Slovenija;Karavanke;655;cerkev;183661;9;2;0;;46.2766;15.6199;62;1455
2377;Plešivec (pri Boču);Slovenija;Karavanke;822;vrh;277664;16;7;0;;46.27399;15.64927;71;1099
2378;Sveti Jošt v Trebenčah;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;573;vrh,cerkev;147461;3;1;0;;46.1459;13.9842;58;1592
2379;Izvir Toplega (Studeniškega) potoka;Slovenija;Karavanke;295;slap;4622;7;7;0;;46.2972;15.6151;41;2267
2381;Rappoldkogel;Avstrija;Labotniške Alpe;1928;vrh;1983;7;3;0;;47.084;14.8832;32;2590
2382;Kravji vrh / Kuhberg;Avstrija;Karavanke;2017;vrh;13557;5;2;0;1;46.49581;14.46787;46;2052
2384;Planina Marjanine njive;Slovenija;Kamniško Savinjske Alpe;1220;planina;16812;10;1;0;3;46.2939;14.677;47;2031
2385;Veliki vrh nad Matkovim kotom;Slovenija;Kamniško Savinjske Alpe;1539;vrh;11785;2;1;0;1;46.39759;14.61645;46;2069
2387;Hlebov vrh (Rdeči Breg);Slovenija;Pohorje, Dravinjske gorice in Haloze;913;vrh,cerkev;5743;5;8;0;;46.56844;15.3402;42;2206
2388;Langalm Hütte;Italija;Dolomiti;2283;koča,jezero,planina;2542;7;1;0;;46.62552;12.29006;35;2485
2389;Koča Klobuk;Slovenija;Polhograjsko hribovje in Ljubljana;433;koča;16352;7;3;0;5;46.0637;14.4347;47;2033
2390;Stražni vrh;Slovenija;Polhograjsko hribovje in Ljubljana;439;vrh;6629;2;1;0;18;46.06876;14.44191;43;2173
2391;Klobuk pri Ljubljani;Slovenija;Polhograjsko hribovje in Ljubljana;441;vrh;59846;2;2;0;27;46.0636;14.4329;50;1930
2392;Rifugio Auronzo;Italija;Dolomiti;2320;koča,bivak;9235;5;1;0;;46.61222;12.29626;45;2104
2393;Cascata di Fanes;Italija;Dolomiti;1467;slap;5577;6;1;0;;46.59416;12.08418;42;2212
2394;Trije križi na Konjiški gori;Slovenija;Pohorje, Dravinjske gorice in Haloze;727;sedlo;5526;5;1;0;;;;42;2215
2395;Col di Bousc;Italija;Dolomiti;2494;vrh;1493;7;1;0;;46.4539;11.85929;30;2682
2396;Monte Piano;Italija;Dolomiti;2305;vrh;5409;12;2;0;;46.62499;12.24357;42;2226
2397;Vrh Krnice;Slovenija;Julijske Alpe;2234;vrh;989;9;0;0;;;;27;2806
2398;Veprinac;Hrvaška;Gorski Kotar in Istra;517;vrh;1340;1;0;0;;;;29;2709
2399;Jama Vilenica;Slovenija;Goriško, Notranjsko in Snežniško hribovje;420;Vremenska napoved:;4578;4;1;0;;45.6744;13.9132;41;2273
2400;Orle;Slovenija;Posavsko hribovje in Dolenjska;458;vrh,koča;89037;4;5;0;9;46.015;14.5702;53;1818
2401;Sv. Ana nad Makolami;Slovenija;Pohorje, Dravinjske gorice in Haloze;460;cerkev;2471;7;0;0;;;;35;2498
2405;Rifugio Roda di Vael;Italija;Dolomiti;2280;koča;1400;8;1;0;;46.4201;11.63014;29;2703
2406;Großofen;Avstrija;Labotniške Alpe;1473;vrh;600;5;0;0;;46.93522;15.0425;22;2985
2407;Planinska koča Velikonočnica;Slovenija;Karavanke;550;koča;7721;4;3;0;;46.2793;15.5842;44;2137
2408;Roda di Vael / Rotwand;Italija;Dolomiti;2806;vrh;2601;13;2;0;;46.42537;11.61988;35;2476
2409;Cima Latemar / Latemarspitze;Italija;Dolomiti;2800;vrh;2461;6;2;0;;46.38314;11.58247;35;2504
2410;Rifugio Cinque Torri;Italija;Dolomiti;2137;koča;22344;8;2;0;;46.5082;12.0549;48;2007
2411;Novi grad (Pusti grad);Slovenija;Kamniško Savinjske Alpe;630;vrh;4896;6;2;0;;46.31015;14.43294;41;2249
2412;Dom Hahlić;Hrvaška;Gorski Kotar in Istra;1097;koča,sedlo;4803;3;2;0;;;;41;2255
2413;Velika Lelija;Bosna in Hercegovina;Zelengora;2032;vrh,planina;1999;7;1;0;;43.42256;18.48761;32;2589
2414;Brezovec;Slovenija;Kamniško Savinjske Alpe;617;vrh;4776;3;1;0;;46.3342;15.0575;41;2259
2415;Monte Chiavals;Italija;Karnijske Alpe;2098;vrh;8675;6;2;0;;46.46592;13.24798;45;2113
2416;Grad Lož (Pusti grad);Slovenija;Goriško, Notranjsko in Snežniško hribovje;698;vrh;5182;3;1;0;;45.7247;14.472;42;2233
2417;Monte Raut;Italija;Karnijske Alpe;2025;vrh;4029;8;1;1;;46.22094;12.65106;40;2311
2418;Sv. Katarina nad Novokračinami;Slovenija;Goriško, Notranjsko in Snežniško hribovje;675;vrh,cerkev;5058;10;2;0;;45.4863;14.2953;42;2241
2419;Col Gentile;Italija;Karnijske Alpe;2075;vrh;3459;10;1;0;;46.46586;12.80547;38;2378
2420;Rifugio Croda da Lago;Italija;Dolomiti;2046;koča,jezero,planina;8264;10;1;0;;46.48634;12.10575;45;2125
2421;La Rocchetta;Italija;Dolomiti;2496;vrh;2605;12;1;0;;46.46172;12.12482;35;2475
2422;Pakleno;Hrvaška;Gorski Kotar in Istra;1340;vrh,koča;2040;3;1;0;;;;33;2581
2423;Pakleno sjeverni vrh;Hrvaška;Gorski Kotar in Istra;1331;vrh,koča;1420;0;1;0;;;;30;2698
2424;Obruč;Hrvaška;Gorski Kotar in Istra;1376;vrh,koča;5857;6;2;0;1;45.45919;14.46594;43;2200
2425;Galyatető;Madžarska;Severovzhodna Madžarska;964;vrh;1120;2;1;0;;47.98194;20.5486;28;2762
2426;Sveti Peter (Selo pri Mirni);Slovenija;Posavsko hribovje in Dolenjska;445;vrh,cerkev;2588;5;2;0;;45.9786;15.0323;35;2478
2427;Sveta Marjeta (Prežganje);Slovenija;Posavsko hribovje in Dolenjska;658;vrh,koča,cerkev;5985;7;1;0;3;46.0248;14.7305;43;2193
2428;Sveti Primož (Kremen);Slovenija;Posavsko hribovje in Dolenjska;340;vrh,cerkev;4512;5;1;0;2;45.969;15.5127;41;2279
2429;Monte Formin;Italija;Dolomiti;2657;vrh;3398;19;3;0;;46.47387;12.07933;38;2384
2431;Sv. Andrej nad Olimjem;Slovenija;Posavsko hribovje in Dolenjska;351;cerkev;2565;9;1;0;;46.1475;15.5581;35;2482
2433;Brdo (Plezališče pod Golico);Slovenija;Karavanke;1192;vrh;2272;3;1;0;;;;34;2543
2435;Sušec (Strahinjščica);Hrvaška;Gorjanci, Medvednica in Medžimurje;846;Ogledov: 4.785;4785;3;5;0;;;;41;2257
2436;Jezero Kreda;Slovenija;Julijske Alpe;715;jezero;21263;9;2;0;1;46.4488;13.9286;47;2016
2437;Erjavčev rovt (Planina Mlinca);Slovenija;Karavanke;1105;planina;6759;5;2;0;;46.4808;13.9651;43;2168
2438;Visoka Bavha;Slovenija;Karavanke;1650;vrh;8349;3;1;0;;46.5106;13.7848;45;2123
2439;Gogalova lipa;Slovenija;Julijske Alpe;725;Vremenska napoved:;3598;3;2;0;;46.4319;13.9533;39;2355
2440;Tonkina koča na Vršiču;Slovenija;Julijske Alpe;1380;koča;22589;3;1;0;1;46.4389;13.7538;48;2006
2442;Slap Šum v Blejskem Vintgarju;Slovenija;Julijske Alpe;520;slap;11340;8;1;0;;46.4006;14.0987;46;2077
2443;Sveta Katarina na Homu;Slovenija;Julijske Alpe;634;cerkev;11871;4;2;0;1;46.3945;14.108;46;2068
2446;Sveti Duh (Sveti Peter);Slovenija;Goriško, Notranjsko in Snežniško hribovje;253;vrh,cerkev;4770;3;2;0;;45.4634;13.6784;41;2260
2448;Atomski bunker pod Javorom in Pancami;Slovenija;Polhograjsko hribovje in Ljubljana;;Ogledov: 90;90;5;0;0;;;;5;3635
2449;Šenčurjev vrh;Slovenija;Goriško, Notranjsko in Snežniško hribovje;725;vrh;5178;4;2;0;;45.9392;14.1739;42;2234
2450;Sveta Barbara (Ravnik pri Hotedršici);Slovenija;Goriško, Notranjsko in Snežniško hribovje;674;vrh,cerkev;4269;3;1;0;1;45.9208;14.1568;40;2298
2451;Planinski dom Milana Šinkovca;Slovenija;Kamniško Savinjske Alpe;345;koča;6223;4;1;0;5;46.2134;14.5399;43;2186
2452;Kres nad Kočno;Slovenija;Julijske Alpe;890;vrh;3414;8;1;0;;46.419;14.0789;38;2382
2453;Spominsko obeležje Aleš Kunaver;Slovenija;Julijske Alpe;660;Vremenska napoved:;4276;3;1;0;;46.4127;14.0895;40;2297
2454;Javorniški slapovi;Slovenija;Karavanke;690;slap;13434;4;1;0;;46.4439;14.0943;46;2054
2455;Sveti Tilen nad Repnjami;Slovenija;Polhograjsko hribovje in Ljubljana;419;cerkev;7636;3;1;0;8;46.1705;14.4773;44;2140
2456;Gradišče (Zapoški hrib);Slovenija;Polhograjsko hribovje in Ljubljana;451;vrh;4310;2;1;0;7;46.1692;14.4747;40;2292
2457;Žerjavec (Kavče);Slovenija;Julijske Alpe;805;vrh;3153;9;2;0;;46.4159;14.0853;37;2407
2458;Apnišče;Slovenija;Kamniško Savinjske Alpe;740;vrh;8350;8;6;0;5;46.28817;14.46133;45;2121
2459;Slap pod Gozdašnico (Hudič babo pere);Slovenija;Karavanke;760;slap;7072;5;1;0;3;46.4103;14.1523;44;2153
2460;Lovska koča Trešnja ravan;Slovenija;Goriško, Notranjsko in Snežniško hribovje;818;Vremenska napoved:;3060;2;1;0;;45.7395;14.269;37;2418
2462;Dolina reke Glinščice / Val Rosandra;Italija;Primorske Alpe;320;Vremenska napoved:;12800;2;1;0;;45.6263;13.8696;46;2060
2463;Hom pri Bledu;Slovenija;Julijske Alpe;834;vrh;15666;8;3;0;2;46.39476;14.0931;47;2038
2464;Velika Boncla;Slovenija;Karavanke;1241;vrh;3617;7;1;0;;46.4483;14.1093;39;2352
2467;Schafberg;Avstrija;Severne apneniške Alpe;1783;vrh,koča;6253;4;1;0;;47.7765;13.4337;43;2184
2468;Vrše;Slovenija;Julijske Alpe;850;vrh;4357;5;2;0;;46.4077;14.0882;40;2288
2469;Boršt;Slovenija;Julijske Alpe;931;vrh;7044;9;3;0;;46.4011;14.0829;44;2154
2470;Kapelica pri Mariji pod Srebotnikom;Slovenija;Posavsko hribovje in Dolenjska;500;cerkev;1520;3;2;0;;;;30;2676
2471;Sveti Tomaž (Vrsnik nad Žirmi);Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;744;vrh,cerkev;5510;7;2;0;;46.0215;14.0953;42;2216
2472;Mirca;Slovenija;Karavanke;1025;vrh;4555;6;2;0;;46.445;14.0545;41;2275
2477;Sveti Jurij (Hruševo);Slovenija;Polhograjsko hribovje in Ljubljana;414;vrh,cerkev;3391;8;1;0;1;46.073;14.3883;38;2385
2478;Slap pod Kurico;Slovenija;Karavanke;760;slap;6077;3;1;0;1;46.4062;14.1624;43;2191
2479;Kucelj (nad Polhovim Gradcem);Slovenija;Polhograjsko hribovje in Ljubljana;705;vrh;7829;2;3;0;;46.069;14.3335;44;2133
2480;Tabor;Slovenija;Posavsko hribovje in Dolenjska;697;vrh;3022;2;1;1;;46.16393;15.03156;37;2424
2484;Gradišče nad Sotesko (Soteska);Slovenija;Karavanke;724;vrh;2916;6;1;0;;46.4194;14.112;36;2434
2485;Kapelica Na Koren;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;550;cerkev;4116;5;1;0;;46.3423;14.0918;40;2305
2486;Kuk nad Paljevim;Slovenija;Goriško, Notranjsko in Snežniško hribovje;612;vrh,bivak;3836;6;3;0;1;46.0277;13.6198;39;2331
2487;Maglić;Bosna in Hercegovina, Črna gora;Hercegovina;2386;vrh;28726;3;2;0;;43.28118;18.73319;48;1991
2488;Prižnica;Slovenija;Goriško, Notranjsko in Snežniško hribovje;383;vrh;5443;5;2;0;;46.0443;13.5992;42;2222
2489;Sveti Kvirin na Paljevem;Slovenija;Goriško, Notranjsko in Snežniško hribovje;321;cerkev;2540;4;2;0;;46.0423;13.608;35;2486
2490;Blejski grad;Slovenija;Julijske Alpe;599;Vremenska napoved:;16186;6;1;0;;46.3697;14.1004;47;2034
2491;Police;Slovenija;Julijske Alpe;1184;vrh;3167;3;1;0;;46.4016;14.0128;37;2406
2492;Planina Ravne;Slovenija;Julijske Alpe;956;planina;3118;4;1;1;;46.4121;14.006;37;2412
2493;Šenturška Gora;Slovenija;Kamniško Savinjske Alpe;671;vrh,koča,cerkev;29473;5;3;1;2;46.2577;14.5439;48;1990
2494;Sončnica (Reber);Slovenija;Goriško, Notranjsko in Snežniško hribovje;867;vrh;6867;5;3;0;1;45.88665;13.95923;44;2161
2495;Podrta gora nad Ajdovščino;Slovenija;Goriško, Notranjsko in Snežniško hribovje;855;vrh;17502;3;3;0;1;45.89376;13.94779;47;2029
2496;Kraguljc;Slovenija;Goriško, Notranjsko in Snežniško hribovje;897;vrh;6125;2;3;0;3;45.89156;13.94851;43;2187
2497;Pravi vrh;Slovenija;Goriško, Notranjsko in Snežniško hribovje;830;vrh;1230;0;0;0;;;;29;2735
2498;Planina Vršana;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;900;planina;2940;4;1;0;;46.3331;14.0978;37;2429
2503;Planina Prihod;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1017;planina;3586;3;3;0;;46.3314;14.0845;38;2358
2504;Sveti Štefan (Kupljenik);Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;642;cerkev;2850;3;1;0;;46.3374;14.0801;36;2444
2505;Stari grad nad Želimljami;Slovenija;Goriško, Notranjsko in Snežniško hribovje;555;vrh;2090;1;1;0;1;45.9052;14.568;33;2570
2506;Hoč;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1514;vrh;9057;4;2;0;;46.1929;13.9883;45;2105
2507;Lovska koča Plehanov laz;Slovenija;Goriško, Notranjsko in Snežniško hribovje;625;koča;3370;3;1;0;;45.9309;14.424;38;2387
2508;Kmečki turizem Obolno;Slovenija;Posavsko hribovje in Dolenjska;722;koča;5080;1;2;0;2;46.0043;14.7801;42;2238
2509;Dom na Uršlji gori;Slovenija;Karavanke;1680;koča,cerkev;57213;14;11;4;17;46.4846;14.965;49;1941
2510;Mihčeva kopišča;Slovenija;Kamniško Savinjske Alpe;1100;planina;5748;7;1;0;;46.3116;14.4535;42;2205
2511;Sv. Vid (otok Pag);Hrvaška;Jadranski otoki;349;jezero,sedlo,cerkev;23313;6;3;0;;;;48;2004
2512;Hotel Krvavec;Slovenija;Kamniško Savinjske Alpe;1600;koča,planina;12954;8;4;0;4;46.3008;14.526;46;2059
2513;Gozdarske koče Martinček;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1240;planina;5739;6;2;0;;46.2924;14.1385;42;2207
2514;Lipniška planina;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1330;planina;7518;6;1;0;;46.2767;14.1432;44;2141
2516;Spodnje Mangartsko jezero;Italija;Julijske Alpe;924;koča,jezero;5532;12;3;0;;46.4821;13.6733;42;2214
2517;Slapišče pod Kalvarijo;Slovenija;Karavanke;700;slap;1921;5;1;0;;46.4373;14.0689;32;2598
2518;Slatnik (jugovzhodni vrh);Slovenija;Julijske Alpe;1597;vrh;10704;3;5;0;6;46.23455;13.99907;46;2081
2519;Rifugio Sponata;Italija;Dolomiti;1730;koča,planina;791;4;1;0;;46.58896;11.89014;25;2882
2520;Rifugio Gherdenacia;Italija;Dolomiti;2050;koča,planina;907;6;1;0;;46.58483;11.87945;26;2838
2521;Ciampani;Italija;Dolomiti;2668;vrh;826;7;1;0;;46.59662;11.8475;25;2865
2522;Muntejela de Puez;Italija;Dolomiti;2666;vrh;1090;8;4;0;;46.59379;11.84089;28;2773
2523;Col de Puez / Puezkofel;Italija;Dolomiti;2725;vrh;1330;7;4;0;;46.59314;11.82456;29;2713
2524;Piz de Puez / Puezspitz;Italija;Dolomiti;2913;vrh;3316;7;5;0;;46.59797;11.81372;37;2396
2526;Rifugio Vajolet;Italija;Dolomiti;2243;koča;4095;9;1;0;;46.45855;11.63262;40;2306
2527;Rifugio Passo Principe / Grasleitenpasshütte;Italija;Dolomiti;2601;koča,sedlo;1930;13;1;0;;46.47401;11.63887;32;2596
2528;Catinaccio d'Antermoia / Kesselkogel;Italija;Dolomiti;3004;vrh;8966;18;2;0;;46.47403;11.64394;45;2109
2529;Cima Scalieret;Italija;Dolomiti;2887;vrh;2064;10;1;0;;46.463;11.64452;33;2579
2530;Malga Ombretta;Italija;Dolomiti;1904;koča,planina;773;8;1;0;;46.42428;11.88074;25;2890
2531;Rifugio Onorio Falier;Italija;Dolomiti;2074;koča;1100;7;1;0;;46.42475;11.86264;28;2767
2532;Hochlantsch;Avstrija;Hribovje vzhodno od Mure;1722;vrh,slap,koča;9259;13;7;0;;47.36296;15.42404;45;2103
2533;Mostec;Slovenija;Polhograjsko hribovje in Ljubljana;316;koča;6781;3;1;1;3;46.0629;14.4792;43;2166
2534;Trenk;Slovenija;Goriško, Notranjsko in Snežniško hribovje;769;Vremenska napoved:;2870;4;1;0;;45.88666;14.48438;36;2440
2535;Slapovi v Preski;Slovenija;Karavanke;910;slap;3750;5;1;0;;46.4631;14.0293;39;2342
2536;Lienzer Hütte;Avstrija;Visoke Ture;1977;koča,planina;1520;10;1;0;;46.93477;12.74656;30;2677
2538;Sekirica;Slovenija;Goriško, Notranjsko in Snežniško hribovje;545;vrh;6340;5;2;0;1;45.9117;14.2148;43;2179
2539;Glödis;Avstrija;Visoke Ture;3206;vrh;14101;9;1;0;;46.96117;12.72562;47;2048
2540;Gießener Hütte;Avstrija;Visoke Ture;2215;koča,bivak;1560;8;1;0;;46.99243;13.329;30;2669
2541;Hochalmspitze;Avstrija;Visoke Ture;3360;vrh;28274;15;2;0;;47.0153;13.32045;48;1992
2542;Brennerin;Avstrija;Severne apneniške Alpe;1602;vrh;407;3;1;0;;47.8168;13.5783;18;3141
2543;Dachsteinblick;Avstrija;Severne apneniške Alpe;1559;vrh;501;3;2;0;;47.8116;13.5723;20;3050
2544;Schoberstein;Avstrija;Severne apneniške Alpe;1037;vrh;673;4;1;0;;47.8002;13.5519;23;2935
2545;Sveti Urh (Zavratec);Slovenija;Goriško, Notranjsko in Snežniško hribovje;724;cerkev;3350;4;3;0;;45.9912;14.1317;38;2390
2546;Mahdlgupf;Avstrija;Severne apneniške Alpe;1261;vrh;615;4;1;0;;47.8048;13.5591;22;2977
2547;Monte Pelmo;Italija;Dolomiti;3168;vrh;13766;24;1;0;;46.41986;12.13472;46;2050
2549;Rudihütte;Italija;Dolomiti;1950;koča,planina;846;7;1;0;;46.66437;12.37245;25;2856
2550;Sadnig;Avstrija;Visoke Ture;2745;vrh;1520;4;2;0;;46.9408;12.9887;30;2678
2554;Firstov rep;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1002;Vremenska napoved:;8230;4;5;0;;45.53699;14.74876;45;2126
2555;Loška stena;Slovenija;Goriško, Notranjsko in Snežniško hribovje;875;vrh;17750;5;5;0;;45.53119;14.74669;47;2026
2556;Bezgarska planina;Slovenija;Goriško, Notranjsko in Snežniško hribovje;895;planina;2892;6;4;2;;45.5559;14.7199;36;2437
2558;Rakov Škocjan;Slovenija;Goriško, Notranjsko in Snežniško hribovje;517;Vremenska napoved:;20210;33;3;2;;45.7886;14.2978;47;2018
2559;Na Križu (Kokrska Kočna);Slovenija;Kamniško Savinjske Alpe;2484;vrh;24190;0;1;0;;46.35678;14.51562;48;2002
2560;Sveti Jurij (Praproče);Slovenija;Polhograjsko hribovje in Ljubljana;552;cerkev;2250;3;1;0;1;46.0602;14.2884;33;2548
2561;Strmica;Slovenija;Goriško, Notranjsko in Snežniško hribovje;626;vrh;3980;2;1;1;6;45.9486;14.2359;40;2317
2562;Studor;Slovenija;Julijske Alpe;1002;vrh,jezero,planina;18220;3;3;0;;46.29553;13.90745;47;2023
2563;Doslovška planina;Slovenija;Karavanke;1210;planina;3780;5;1;0;;46.4138;14.1793;39;2337
2564;Lovska koča nad Doslovško planino;Slovenija;Karavanke;1325;Vremenska napoved:;3120;3;2;0;;46.417;14.1766;37;2410
2565;Pico Ruivo;Portugalska;Madeira;1862;vrh;7640;5;1;0;;32.7589;16.943;44;2139
2566;Ajdovščina;Slovenija;Goriško, Notranjsko in Snežniško hribovje;804;vrh;9970;5;1;0;;45.6242;13.9905;45;2092
2567;Montusel;Italija;Karnijske Alpe;1881;vrh;2300;9;1;0;;46.44407;13.27979;34;2536
2571;Veliki Babanski Skedenj;Slovenija;Julijske Alpe;2121;vrh;21260;9;1;2;;46.3336;13.4612;47;2015
2572;Monticello;Italija;Karnijske Alpe;1362;vrh;2490;6;2;0;;46.43381;13.18231;35;2495
2573;Bivak brez meja / Bivacco Senza Confini;Italija;Karavanke;1319;bivak,sedlo;5960;5;3;0;;46.519;13.7061;43;2194
2574;Erbelc;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1308;vrh;6970;8;4;0;1;46.2336;14.0332;44;2156
2575;Tonderškofel;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1326;vrh;7950;1;3;0;1;46.2365;14.0293;44;2130
2576;Jamnikov spodmol;Slovenija;Julijske Alpe;720;Vremenska napoved:;2410;4;1;0;;46.4172;14.0844;34;2512
2577;Sveti Marko (Spodnje Danje);Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;878;cerkev;2380;4;1;0;;46.2255;14.0482;34;2520
2578;Ivanščica;Hrvaška;Gorjanci, Medvednica in Medžimurje;1061;vrh;24410;7;7;1;;46.18141;16.12724;48;2000
2579;Hum nad Laškim;Slovenija;Posavsko hribovje in Dolenjska;583;vrh;50000;6;2;0;2;46.1605;15.2396;48;1973
2580;Bele peči (Lepi vrh);Slovenija;Karavanke;1926;vrh;14620;3;2;0;;46.5121;13.8647;47;2044
2581;Turni (pri Kozjem vrhu);Slovenija;Kamniško Savinjske Alpe;1432;vrh;2810;5;1;0;;46.36603;14.4365;36;2448
2582;Licjanovec;Slovenija;Kamniško Savinjske Alpe;1733;vrh;8970;2;1;0;;46.35007;14.4293;45;2108
2583;Čičer;Slovenija;Goriško, Notranjsko in Snežniško hribovje;726;Vremenska napoved:;5500;1;1;2;;46.12595;13.67064;42;2217
2585;Ostri vrh (nad Globodolom);Slovenija;Posavsko hribovje in Dolenjska;523;vrh;3182;3;3;0;4;45.8496;15.0249;37;2404
2586;Dom LD Dobrnič;Slovenija;Posavsko hribovje in Dolenjska;440;koča,sedlo;1710;2;3;0;;45.8465;15.0254;31;2636
2587;Dom Frata;Slovenija;Posavsko hribovje in Dolenjska;345;koča;10240;9;3;1;;45.8265;15.035;46;2086
2588;Bijele stijene;Hrvaška;Gorski Kotar in Istra;1335;vrh,koča,bivak;10120;8;2;0;;;;45;2089
2589;Zermula;Italija;Karnijske Alpe;2143;vrh;14770;5;2;0;1;46.56141;13.15179;47;2042
2590;Zuc della Guardia;Italija;Karnijske Alpe;1911;vrh;2671;5;2;0;;46.5572;13.1733;36;2465
2591;Pizzul;Italija;Karnijske Alpe;1985;vrh;2150;4;1;0;;46.55404;13.17256;33;2559
2592;Hribce;Slovenija;Posavsko hribovje in Dolenjska;388;vrh,jezero,cerkev;2091;5;1;0;1;46.1293;14.7337;33;2569
2593;Croda Rossa di Sesto;Italija;Dolomiti;2965;vrh;4680;9;1;0;;46.64519;12.38328;41;2265
2594;Baba (pri Javornikih);Slovenija;Goriško, Notranjsko in Snežniško hribovje;1085;vrh;11410;2;2;0;;45.7535;14.274;46;2075
2596;Rifugio Carducci;Italija;Dolomiti;2297;koča,bivak;1040;11;1;0;;46.61514;12.37363;27;2788
2597;Kunšperski vrh (Brezovec);Slovenija;Kamniško Savinjske Alpe;1336;vrh;2521;1;2;0;;46.3092;14.7262;35;2490
2598;Mali Rogatec (Mali Rogac);Slovenija;Kamniško Savinjske Alpe;1228;vrh;4780;4;2;0;;46.31359;14.72091;41;2258
2599;Lovska koča LD Otavnik;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1090;planina;2291;6;2;0;;46.1602;13.965;34;2538
2600;Planina Otavnik;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1268;vrh,planina;4530;6;2;0;;46.1656;13.9627;41;2278
2601;Otavnik;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1306;vrh;6120;5;2;0;;46.16695;13.96538;43;2188
2602;Grotta di Tofana;Italija;Dolomiti;2420;Vremenska napoved:;1220;6;1;0;;46.53444;12.05558;29;2737
2603;Pico del Teide;Španija;Kanarsko otočje;3718;vrh;10970;5;1;0;;28.2723;16.6425;46;2078
