id;ime_gore;drzava;gorovje;visina;vrsta;ogledi;stevilo_slik;stevilo_poti;stevilo_gps_sledi;vpisna_knjiga;sirina;dolzina;priljubljenost_pct;mesto
845;Tinjan;Slovenija;Goriško, Notranjsko in Snežniško hribovje;374;vrh,cerkev;501176;14;6;0;9;45.56138;13.83504;91;360
846;Mornova zijalka;Slovenija;Karavanke;550;Vremenska napoved:;270713;3;1;0;;46.41277;14.97437;71;1128
847;Sveti Donat;Slovenija;Karavanke;511;cerkev;202869;3;1;0;;46.25794;15.73851;64;1386
848;Gašperjeva koča pod Velikim Kozjem;Slovenija;Posavsko hribovje in Dolenjska;436;Vremenska napoved:;273097;1;1;0;1;46.08918;15.20873;71;1118
849;Škabrijel;Slovenija;Goriško, Notranjsko in Snežniško hribovje;646;vrh;508678;4;6;4;13;45.97629;13.67757;91;333
850;Gora Oljka;Slovenija;Kamniško Savinjske Alpe;733;vrh,koča,cerkev;646228;16;9;8;6;46.32561;15.05918;96;137
852;Dom pod Reško planino;Slovenija;Posavsko hribovje in Dolenjska;664;koča,cerkev;342462;6;6;2;;46.20627;15.06411;77;866
853;Reška planina;Slovenija;Posavsko hribovje in Dolenjska;925;vrh;354783;4;6;1;;46.2097;15.05989;79;821
854;Kamnik;Slovenija;Posavsko hribovje in Dolenjska;861;vrh,bivak;413269;5;4;1;1;46.20564;15.129;84;616
855;Golava;Slovenija;Posavsko hribovje in Dolenjska;834;vrh,bivak;413100;4;5;0;1;46.20685;15.10534;84;618
856;Gozdnik;Slovenija;Posavsko hribovje in Dolenjska;1090;vrh,bivak;482659;9;9;5;2;46.19241;15.15299;89;404
857;Kotečnik;Slovenija;Posavsko hribovje in Dolenjska;772;vrh;360685;4;2;2;1;46.20143;15.18139;79;800
858;Dom na Bukovici;Slovenija;Posavsko hribovje in Dolenjska;584;vrh,koča;365917;5;4;0;;46.22084;15.16644;80;776
859;Dragov dom na Homu;Slovenija;Posavsko hribovje in Dolenjska;607;vrh,koča,cerkev;395805;5;6;0;4;46.21911;15.12562;82;678
860;Dom na Šmohorju;Slovenija;Posavsko hribovje in Dolenjska;784;vrh,koča,cerkev;579410;6;8;0;12;46.18179;15.18697;94;211
861;Malič;Slovenija;Posavsko hribovje in Dolenjska;936;vrh;413919;4;8;1;4;46.18315;15.20796;84;614
862;Sveti Miklavž nad Vipavo;Slovenija;Goriško, Notranjsko in Snežniško hribovje;438;cerkev;295834;6;2;0;1;45.81944;13.98216;73;1037
863;Gradiška Tura;Slovenija;Goriško, Notranjsko in Snežniško hribovje;754;vrh;675408;7;5;1;11;45.82929;13.97975;97;118
864;Vodice;Slovenija;Goriško, Notranjsko in Snežniško hribovje;651;vrh;373369;12;11;0;5;46.01438;13.63623;81;747
865;Dom na Sabotinu;Slovenija;Goriško, Notranjsko in Snežniško hribovje;560;koča;449122;1;2;1;6;45.99102;13.63133;87;507
867;Stjenkova koča na Trstelju;Slovenija;Goriško, Notranjsko in Snežniško hribovje;610;koča;402908;3;8;1;17;45.8571;13.70593;83;657
868;Trstelj;Slovenija;Goriško, Notranjsko in Snežniško hribovje;643;vrh;583371;6;9;4;28;45.85784;13.70382;95;204
869;Zavetišče na Koradi;Slovenija;Goriško, Notranjsko in Snežniško hribovje;803;koča;334817;1;2;0;4;46.06565;13.55834;77;886
870;Korada;Slovenija;Goriško, Notranjsko in Snežniško hribovje;812;vrh,cerkev;539887;2;3;3;11;46.06493;13.56053;93;272
871;Veliki Slomnik;Slovenija;Posavsko hribovje in Dolenjska;609;vrh;299154;1;6;1;5;46.20334;15.21194;73;1023
872;Hom nad Celjem;Slovenija;Posavsko hribovje in Dolenjska;570;vrh;330870;2;4;1;1;46.21956;15.22503;77;896
873;Planinski dom na Brnici;Slovenija;Posavsko hribovje in Dolenjska;457;koča;364890;2;4;0;2;46.22069;15.1992;80;784
874;Resevna;Slovenija;Posavsko hribovje in Dolenjska;650;vrh,koča;557074;8;8;7;11;46.19307;15.36802;94;247
875;Rifnik;Slovenija;Posavsko hribovje in Dolenjska;568;vrh;396548;15;4;1;4;46.19831;15.4068;82;675
876;Pečovniška koča na Grmadi;Slovenija;Posavsko hribovje in Dolenjska;620;koča;368986;4;6;1;3;46.19764;15.27824;80;762
877;Grmada nad Celjem;Slovenija;Posavsko hribovje in Dolenjska;718;vrh;531044;6;5;1;11;46.20143;15.27142;92;289
878;Celjska koča;Slovenija;Posavsko hribovje in Dolenjska;652;koča;659508;5;13;1;7;46.1949;15.27481;97;128
879;Tolsti vrh nad Celjsko kočo;Slovenija;Posavsko hribovje in Dolenjska;834;vrh;454228;3;14;0;6;46.1915;15.28182;87;484
880;Almin dom na Svetini;Slovenija;Posavsko hribovje in Dolenjska;772;koča,cerkev;478070;1;12;0;2;46.19026;15.30244;89;416
881;Srebotnik;Slovenija;Posavsko hribovje in Dolenjska;700;vrh;439219;3;8;2;7;46.20029;15.29585;86;539
882;Stari grad na Grajskem hribu;Slovenija;Posavsko hribovje in Dolenjska;407;vrh;282806;4;3;0;4;46.21981;15.27139;72;1081
883;Stolpnik;Slovenija;Karavanke;1012;vrh;521251;13;18;9;14;46.33448;15.36826;92;307
884;Skala;Slovenija;Karavanke;777;vrh;354666;4;5;3;7;46.32526;15.41553;79;822
885;Grad Konjice;Slovenija;Karavanke;515;vrh;235647;7;2;0;9;46.33585;15.40977;67;1256
886;Planinski dom Šentjungert;Slovenija;Kamniško Savinjske Alpe;565;vrh,koča,cerkev;406425;7;2;0;2;46.29863;15.21759;83;639
887;Skalica (Bohor);Slovenija;Posavsko hribovje in Dolenjska;951;vrh;264495;8;7;0;2;46.06843;15.40363;70;1146
888;Veliki Javornik (Bohor);Slovenija;Posavsko hribovje in Dolenjska;1023;vrh;544092;7;12;1;5;46.06775;15.42841;93;267
889;Koprivnik (Bohor);Slovenija;Posavsko hribovje in Dolenjska;984;vrh;294726;2;9;0;2;46.07068;15.44859;73;1042
890;Koča na Bohorju;Slovenija;Posavsko hribovje in Dolenjska;896;koča;475384;4;10;5;4;46.06534;15.45287;89;424
891;Ankaran;Slovenija;Goriško, Notranjsko in Snežniško hribovje;18;Vremenska napoved:;426319;5;3;0;6;45.5793;13.73722;85;575
892;Framski slap;Slovenija;Pohorje, Dravinjske gorice in Haloze;925;slap;344642;3;3;0;;46.49816;15.55292;78;856
893;Mariborski razglednik (Cigelnica);Slovenija;Pohorje, Dravinjske gorice in Haloze;1147;vrh;365898;4;7;0;2;46.51178;15.56503;80;777
894;Žigartov vrh;Slovenija;Pohorje, Dravinjske gorice in Haloze;1346;vrh;389812;4;17;0;3;46.49446;15.48712;82;699
895;Korošaški slapovi;Slovenija;Kamniško Savinjske Alpe;800;slap;415242;5;1;0;1;46.2851;14.56286;84;609
897;Sedlata gorica (Pogorelec);Slovenija;Posavsko hribovje in Dolenjska;817;vrh;262381;4;1;0;10;45.73667;15.02288;70;1156
898;Sveti Peter;Slovenija;Posavsko hribovje in Dolenjska;888;vrh;446196;10;3;3;2;45.76675;14.97917;87;517
899;Gače;Slovenija;Posavsko hribovje in Dolenjska;955;vrh;388916;10;1;2;3;45.65485;15.0875;82;703
900;Črni vrh nad Novaki;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1291;vrh,jezero;356098;6;2;0;;46.16422;14.06568;79;816
901;Veliki Rog;Slovenija;Posavsko hribovje in Dolenjska;1099;vrh;368568;3;2;0;2;45.68521;14.99528;80;766
903;Izvir Nežice;Slovenija;Goriško, Notranjsko in Snežniško hribovje;390;slap;233701;5;1;0;;45.49007;14.88372;67;1262
904;Veliki Drgomalj;Hrvaška;Gorski Kotar in Istra;1154;vrh;84822;2;1;0;;45.43795;14.79056;52;1832
905;Japlenški vrh;Hrvaška;Gorski Kotar in Istra;842;Vremenska napoved:;75610;1;1;0;;45.39767;14.79058;51;1869
906;Veliki Rogatec (Veliki Rogac);Slovenija;Kamniško Savinjske Alpe;1557;vrh;562644;20;8;0;6;46.31974;14.74118;94;239
907;Veliki Planik;Hrvaška;Gorski Kotar in Istra;1272;vrh;155152;2;1;0;;45.36163;14.19076;59;1562
908;Mali Planik;Hrvaška;Gorski Kotar in Istra;1265;vrh;80494;2;1;0;;45.35864;14.1956;52;1849
909;Planinski dom na Poklonu;Hrvaška;Gorski Kotar in Istra;922;koča;194269;3;1;0;1;45.30859;14.21556;63;1412
910;Vojak;Hrvaška;Gorski Kotar in Istra;1401;vrh;482093;6;2;3;1;45.28496;14.20199;89;405
912;Kršičevec;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1091;vrh;379888;14;3;1;2;45.66523;14.33318;81;725
913;Planinsko zavetišče na Bjelolasici;Hrvaška;Gorski Kotar in Istra;1460;bivak;88716;2;1;0;;45.26894;14.96583;53;1819
914;Bjelolasica;Hrvaška;Gorski Kotar in Istra;1534;vrh;309420;2;2;0;;45.27359;14.96117;74;984
915;Slap Mali Šumik;Slovenija;Pohorje, Dravinjske gorice in Haloze;890;slap;224039;4;4;1;;46.4862;15.45335;66;1295
916;Slap Veliki Šumik;Slovenija;Pohorje, Dravinjske gorice in Haloze;950;slap;461414;2;6;1;3;46.48341;15.45342;88;462
917;Sveti Trije kralji;Slovenija;Pohorje, Dravinjske gorice in Haloze;1181;koča,cerkev;511017;11;13;3;8;46.43769;15.45884;91;326
918;Črno jezero na Pohorju;Slovenija;Pohorje, Dravinjske gorice in Haloze;1196;jezero;549244;5;7;0;12;46.44994;15.43096;93;261
919;Planinski dom na Platku;Hrvaška;Gorski Kotar in Istra;1111;koča;113571;2;0;0;;45.42926;14.56512;55;1721
920;Planinski dom Sušak;Hrvaška;Gorski Kotar in Istra;1127;koča;96069;2;0;0;;45.42369;14.56727;53;1786
921;Veliki Risnjak;Hrvaška;Gorski Kotar in Istra;1528;vrh;404826;3;3;0;1;45.43154;14.62128;83;647
922;Planinski dom na Risnjaku;Hrvaška;Gorski Kotar in Istra;1418;koča;167247;2;1;0;1;45.4293;14.622;60;1519
923;Snježnik;Hrvaška;Gorski Kotar in Istra;1506;vrh,koča;282679;2;2;2;2;45.44057;14.58408;72;1082
925;Vidikovac;Hrvaška;Gorski Kotar in Istra;1408;vrh;128614;1;1;0;;45.42302;14.61539;57;1662
930;Šentanski vrh;Slovenija;Kamniško Savinjske Alpe;1635;vrh;452685;6;14;0;20;46.38222;14.25407;87;489
931;Sveti Jurij nad Tržičem;Slovenija;Kamniško Savinjske Alpe;673;vrh,cerkev;160034;4;3;0;3;46.35947;14.28842;60;1545
932;Sveti Urban (nad Kozjim Vrhom);Avstrija, Slovenija;Strojna, Košenjak, Kozjak in Slovenske gorice;1329;cerkev;304396;8;5;0;;46.64963;15.07349;74;1002
933;Kobesnock;Avstrija;Ziljske Alpe;1820;vrh;187659;5;1;0;;46.64884;13.60075;62;1438
934;Wertschacher Alm;Avstrija;Ziljske Alpe;1672;planina,sedlo;131472;2;1;0;;46.64449;13.59189;57;1647
935;Čegla gora/Tschekelnock;Avstrija;Ziljske Alpe;1893;vrh;186307;2;1;0;;46.65197;13.53707;62;1442
936;Kal (nad Komno);Slovenija;Julijske Alpe;2001;vrh;406275;6;1;0;;46.31074;13.74403;83;640
937;Koralpenhaus (Golica/Koralpe);Avstrija;Labotniške Alpe;1966;koča,planina;128685;7;1;0;;46.79115;14.95636;57;1661
938;Großer Speikkogel (Golica / Koralpe);Avstrija;Labotniške Alpe;2140;vrh;448590;17;17;0;1;46.78698;14.97189;87;509
939;Seespitz (Golica/Koralpe);Avstrija;Labotniške Alpe;2066;vrh;169844;9;8;0;;46.78896;14.97875;61;1506
940;Großhöllerhütte (Golica/Koralpe);Avstrija;Labotniške Alpe;1790;koča;119658;3;3;0;;46.8107;14.96705;56;1696
941;Slap Poms (Golica/Koralpe);Avstrija;Labotniške Alpe;1671;slap;106265;2;1;0;;46.80694;14.9685;54;1747
942;Wolfsberger Hütte;Avstrija;Labotniške Alpe;1827;koča;109862;5;3;0;;46.83411;14.65881;55;1733
943;Speikkogel (planina Svinja / Saualpe);Avstrija;Labotniške Alpe;1901;vrh;100899;1;3;0;;46.8256;14.65168;54;1769
944;Großer Sauofen;Avstrija;Labotniške Alpe;1895;vrh;108865;2;3;0;;46.82407;14.64931;55;1737
945;Velika Svinja / Ladinger Spitz;Avstrija;Labotniške Alpe;2079;vrh;210978;12;6;0;;46.85375;14.65109;65;1355
946;Ladinger Hütte;Avstrija;Labotniške Alpe;1738;koča,planina;90560;1;1;0;;46.86115;14.67014;53;1808
947;Gostišče Zeleni Rob;Slovenija;Kamniško Savinjske Alpe;1612;koča,planina;493500;2;1;0;9;46.30038;14.64016;90;370
952;Goldeck;Avstrija;Ziljske Alpe;2142;vrh,koča;290452;5;1;0;;46.75896;13.45883;73;1053
953;Latschur;Avstrija;Ziljske Alpe;2236;vrh;247873;6;1;0;;46.73829;13.39675;68;1208
954;Almspitz;Avstrija;Ziljske Alpe;2180;vrh;151474;4;1;0;;46.73382;13.4009;59;1574
955;Techendorfer Alm;Avstrija;Ziljske Alpe;1573;koča,planina;138931;4;1;0;;46.72295;13.40414;58;1624
958;Eckwand;Avstrija;Ziljske Alpe;2221;vrh;168883;7;2;0;;46.73486;13.41422;61;1511
959;Kopasnock;Avstrija;Ziljske Alpe;2087;vrh;146947;4;1;0;;46.72933;13.42267;58;1594
960;Hochstaff;Avstrija;Ziljske Alpe;2217;vrh;150586;5;1;0;;46.73605;13.43913;59;1580
961;Karalm Hütte;Avstrija;Ziljske Alpe;1550;koča,planina;139494;3;1;0;;46.71527;13.4451;58;1621
966;Sveto brdo;Hrvaška;Velebit;1751;vrh;312443;1;2;0;;44.32861;15.56972;75;971
967;Sveti Ilija (Biokovo);Hrvaška;Biokovo in Dalmacija;913;koča,planina,cerkev;156938;1;0;0;;43.25912;17.10287;59;1556
968;Vošac;Hrvaška;Biokovo in Dalmacija;1422;vrh,koča;161217;2;4;0;;43.31071;17.04634;60;1539
969;Štrbina;Hrvaška;Biokovo in Dalmacija;1338;sedlo;102515;1;1;0;;43.3091;17.04867;54;1763
970;Sveti Jurij (Biokovo);Hrvaška;Biokovo in Dalmacija;1762;vrh,cerkev;390096;3;2;1;;43.34157;17.05436;82;697
971;Planinska koča pod Svetim Jurijem;Hrvaška;Biokovo in Dalmacija;1594;koča;120732;2;0;0;;43.33933;17.05366;56;1690
972;Križevac;Bosna in Hercegovina;Hercegovina;448;vrh;191847;3;1;0;;43.17536;17.66818;63;1425
973;Dinara;Hrvaška;Dinara in Lika;1831;vrh;305213;3;3;0;;44.06252;16.38293;74;999
974;Planinska koča Brezovac;Hrvaška;Dinara in Lika;1050;koča;104127;2;1;0;;44.09646;16.34746;54;1756
976;Boskovec;Slovenija;Kamniško Savinjske Alpe;1587;vrh;470888;6;10;1;3;46.38096;14.91099;89;438
977;Veliki Špiček;Slovenija;Posavsko hribovje in Dolenjska;686;vrh;323994;8;5;1;3;46.02528;15.64934;76;923
979;Oberdraßnitzer Alm;Avstrija;Visoke Ture;1670;planina;53342;3;1;0;;46.79895;13.11181;49;1957
980;Hochkreuz;Avstrija;Visoke Ture;2709;vrh;104138;3;2;0;;46.81507;13.07385;54;1755
981;Kl. Hochkreuz;Avstrija;Visoke Ture;2611;vrh;53079;1;1;0;;46.81137;13.07256;49;1958
982;Hochleitenk;Avstrija;Visoke Ture;2581;vrh;55776;2;1;0;;46.80983;13.07116;49;1948
983;Eckensee;Avstrija;Visoke Ture;2481;jezero;52663;1;1;0;;46.80962;13.07429;49;1961
984;Unterdraßnitzer Alm;Avstrija;Visoke Ture;1673;planina;54144;5;1;0;;46.79237;13.07787;49;1955
985;Jaukenalm;Avstrija;Ziljske Alpe;1934;planina;131051;2;1;0;;46.69532;13.07206;57;1650
986;Jaukenstöckl;Avstrija;Ziljske Alpe;2209;vrh;129417;3;1;0;;46.70116;13.05703;57;1656
987;Jaukenhöhe;Avstrija;Ziljske Alpe;2234;vrh;144562;1;1;0;;46.70132;13.06266;58;1601
988;Torkofel;Avstrija;Ziljske Alpe;2276;vrh;192176;1;1;0;;46.70155;13.07695;63;1423
989;Reißkofel;Avstrija;Ziljske Alpe;2371;vrh;309755;8;4;0;;46.68577;13.14654;74;980
992;Gregorihütte;Avstrija;Ziljske Alpe;1492;koča,planina;133533;2;1;0;;46.6724;13.15509;57;1643
993;Reißkofel Biwak;Avstrija;Ziljske Alpe;1799;bivak;141409;4;1;0;;46.68335;13.12551;58;1613
994;Kleiner Reißkofel;Avstrija;Ziljske Alpe;2161;vrh;135696;4;2;0;;46.68742;13.15821;57;1635
995;Teme (pri Rjavini);Slovenija;Julijske Alpe;2136;vrh;288382;5;1;0;;46.38747;13.88754;72;1064
996;Suhi vrh;Slovenija;Julijske Alpe;2109;vrh;392035;3;1;1;;46.42901;13.7281;82;691
999;Kornock;Avstrija;Krške Alpe;2193;vrh;128766;1;1;0;;46.91518;13.85561;57;1660
1000;Rinsennock;Avstrija;Krške Alpe;2334;vrh;223537;3;2;0;1;46.90967;13.85013;66;1300
1001;Klomnock;Avstrija;Krške Alpe;2331;vrh;219203;4;2;0;5;46.8813;13.78809;66;1319
1002;Schoberriegel;Avstrija;Krške Alpe;2208;vrh;137939;6;1;0;2;46.91065;13.89393;58;1626
1003;Gruft;Avstrija;Krške Alpe;2232;vrh;131350;3;1;0;1;46.90548;13.90213;57;1648
1004;Kaserhöhe;Avstrija;Krške Alpe;2318;vrh;136150;5;1;0;;46.91221;13.9174;57;1631
1006;Bretthöhe;Avstrija;Krške Alpe;2320;vrh;164096;6;1;0;;46.91242;13.93646;60;1527
1007;Markljev Rovt;Slovenija;Karavanke;1250;planina;260576;3;1;0;;46.47849;14.08355;70;1163
1008;Krvavka;Avstrija, Slovenija;Karavanke;1784;vrh;310605;3;1;0;4;46.48921;14.06515;75;976
1009;Jägersteighütte;Avstrija;Visoke Ture;1981;koča;96198;2;1;0;;47.08778;13.32809;53;1785
1010;Pfringersee;Avstrija;Visoke Ture;2230;jezero;70403;2;1;0;;47.09194;13.32135;51;1887
1011;Arlhöhe;Avstrija;Visoke Ture;2326;vrh;80317;1;1;0;;47.089;13.31321;52;1850
1012;Konradhütte;Avstrija;Visoke Ture;1600;koča,jezero,planina;60933;3;1;0;;46.98645;13.23406;50;1926
1013;Dösner Hütte;Avstrija;Visoke Ture;1976;koča,planina;68106;2;1;0;;46.98797;13.2487;50;1897
1014;Arthur Von Schmid Haus;Avstrija;Visoke Ture;2275;koča,jezero;109403;5;1;0;;46.98906;13.26702;55;1736
1015;Säuleck;Avstrija;Visoke Ture;3086;vrh;461670;12;3;0;;46.99692;13.28755;88;461
1016;Ankogel;Avstrija;Visoke Ture;3252;vrh;505315;9;2;1;1;47.05072;13.24847;91;350
1017;Kleine Ankogel;Avstrija;Visoke Ture;3096;vrh;147708;3;1;0;1;47.0477;13.24641;58;1590
1018;Hochalmblick;Avstrija;Visoke Ture;1940;koča,planina;65312;3;1;0;;47.02822;13.19508;50;1907
1019;Hannoverhaus;Avstrija;Visoke Ture;2720;koča,cerkev;105273;6;1;0;;47.04402;13.21482;54;1752
1021;Großer Hafner;Avstrija;Visoke Ture;3076;vrh;426707;4;1;0;;47.07005;13.40076;85;574
1022;Kattowitzer Hütte;Avstrija;Visoke Ture;2321;koča,planina;170290;3;1;0;;47.05835;13.39118;61;1504
1023;Landawirsee Hütte;Avstrija;Nizke Ture;1985;koča,jezero,planina;71977;2;1;0;;47.27099;13.72607;51;1882
1024;Unterer Landawirsee;Avstrija;Nizke Ture;2000;jezero,planina;49707;2;1;0;;47.26846;13.72407;48;1976
1025;Oberer Landawirsee;Avstrija;Nizke Ture;2047;jezero;52512;3;1;0;;47.26586;13.71965;49;1962
1026;Scharnock;Avstrija;Nizke Ture;2498;vrh;54962;1;1;0;;47.25829;13.71324;49;1952
1027;Hochgolling;Avstrija;Nizke Ture;2863;vrh;166749;2;1;0;;47.26631;13.76064;60;1520
1028;Rudolf Schober Hütte;Avstrija;Nizke Ture;1667;koča;55452;1;1;0;;47.25185;13.97389;49;1949
1029;Unterer Wildenkarsee;Avstrija;Nizke Ture;1891;jezero;54714;6;1;0;;47.25954;13.96946;49;1953
1030;Oberer Wildenkarsee;Avstrija;Nizke Ture;2053;jezero;56252;3;1;0;;47.26304;13.96276;49;1946
1031;Bauleiteck;Avstrija;Nizke Ture;2424;vrh;63615;3;1;0;;47.271;13.96917;50;1915
1032;Preber;Avstrija;Nizke Ture;2740;vrh;201012;7;2;0;1;47.21996;13.86468;64;1390
1033;Roteck;Avstrija;Nizke Ture;2742;vrh;89461;5;1;0;;47.23008;13.84998;53;1815
1034;Preberhalterhütte;Avstrija;Nizke Ture;1862;koča,planina;61249;5;1;0;;47.1992;13.8626;50;1925
1035;Krofička;Slovenija;Kamniško Savinjske Alpe;2083;vrh;685648;7;5;2;2;46.37456;14.64503;97;112
1036;Rifugio Gilberti;Italija;Julijske Alpe;1850;koča;364615;2;2;1;;46.37194;13.46127;79;786
1037;Bivak Marussich;Italija;Julijske Alpe;2041;bivak,sedlo;273723;14;5;0;;46.37206;13.42438;71;1114
1038;Žrd / Sart;Italija;Julijske Alpe;2324;vrh;402919;13;5;0;;46.38215;13.39984;83;656
1039;Vrh Grubje;Italija;Julijske Alpe;2240;vrh;242634;2;1;0;;46.37203;13.41694;68;1232
1040;Planina Zgornja Gorjuda;Italija;Julijske Alpe;1404;bivak,planina;196621;2;1;0;;46.38629;13.43932;63;1405
1041;Viš/Jof Fuart;Italija;Julijske Alpe;2666;vrh;660754;14;5;0;2;46.42996;13.49155;97;127
1042;Rifugio Corsi;Italija;Julijske Alpe;1874;koča;393181;4;4;2;1;46.42212;13.50003;82;689
1043;Bivak Gorizia;Italija;Julijske Alpe;1950;bivak;298467;4;1;0;3;46.42571;13.51796;73;1026
1045;Glave;Slovenija;Julijske Alpe;1760;vrh;245486;3;2;0;1;46.46647;13.70185;68;1220
1046;Mala Ponca;Italija, Slovenija;Julijske Alpe;1925;vrh;507387;4;4;1;1;46.46818;13.6932;91;338
1047;Zavetišče pod Ponco;Italija;Julijske Alpe;1657;bivak;323635;1;1;0;;46.46638;13.6855;76;925
1048;Rifugio Zacchi;Italija;Julijske Alpe;1380;koča;403720;3;1;2;;46.45921;13.6843;83;654
1049;Izvir Boke;Slovenija;Julijske Alpe;850;Vremenska napoved:;273811;9;1;0;;46.32263;13.48141;71;1112
1050;Srednja Ponca;Italija, Slovenija;Julijske Alpe;2228;vrh;440698;5;2;1;;46.45676;13.69881;86;533
1051;Zadnja Ponca;Italija, Slovenija;Julijske Alpe;2242;vrh;344893;4;2;1;;46.45048;13.69495;78;854
1052;Pihavec;Slovenija;Julijske Alpe;2419;vrh;538438;7;4;3;1;46.39254;13.80664;93;273
1053;Špik Hude police / Cima di Terrarossa;Italija;Julijske Alpe;2431;vrh;715573;2;2;0;5;46.4266;13.45217;98;95
1054;Mali Šmohor;Slovenija;Julijske Alpe;1939;vrh;334139;4;2;0;;46.27923;13.68712;77;888
1055;Veliki Šmohor;Slovenija;Julijske Alpe;1944;vrh;404629;2;2;0;;46.27427;13.68549;83;648
1056;Bivak Nogara;Italija;Julijske Alpe;1850;bivak;321927;4;1;0;;46.44718;13.65418;76;932
1057;Travnik;Slovenija;Julijske Alpe;2252;vrh;419457;7;1;2;;46.33751;13.74382;84;600
1058;Plaski Vogel;Slovenija;Julijske Alpe;2348;vrh;403568;4;1;1;;46.33771;13.75064;83;655
1059;Planina Za skalo;Slovenija;Julijske Alpe;1510;planina;362920;8;1;0;;46.31904;13.71744;79;792
1060;Rušnata Mlinarica;Slovenija;Julijske Alpe;1777;vrh;280678;6;2;1;1;46.41265;13.87945;72;1091
1061;Hajnževo sedlo;Avstrija, Slovenija;Karavanke;1701;sedlo;425463;4;4;0;1;46.4336;14.3056;85;577
1062;Šplevta;Slovenija;Julijske Alpe;2272;Vremenska napoved:;440401;3;2;0;;46.43571;13.84014;86;534
1063;Dom na Gospincu (Hotel Rozka);Slovenija;Kamniško Savinjske Alpe;1491;koča,planina;447763;3;8;0;4;46.29583;14.52243;87;513
1064;Bivak v Kočni;Slovenija;Kamniško Savinjske Alpe;1952;bivak;354146;3;1;0;;46.3508;14.52441;78;825
1065;Dom na Travni Gori;Slovenija;Goriško, Notranjsko in Snežniško hribovje;906;koča;299062;5;2;0;;45.7355;14.64488;73;1024
1066;Koča na Kamnem griču;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1016;vrh,koča;304348;8;7;0;1;45.72936;14.61693;74;1003
1067;Cjajnik / Lärchenturm;Avstrija;Karavanke;1965;vrh;507591;7;3;0;;46.44328;14.38808;91;337
1068;Krvavec;Slovenija;Kamniško Savinjske Alpe;1853;vrh;662450;9;4;2;9;46.29964;14.53663;97;125
1069;Knezova planina;Slovenija;Kamniško Savinjske Alpe;1520;planina;257640;3;1;0;;46.39187;14.66106;69;1173
1070;Icmanikova planina;Slovenija;Kamniško Savinjske Alpe;1520;planina,sedlo;282570;7;3;0;;46.4003;14.65285;72;1084
1071;Logarska peč;Slovenija;Kamniško Savinjske Alpe;1536;vrh;302534;2;3;0;;46.40049;14.65121;74;1015
1073;Slap Palenk;Slovenija;Kamniško Savinjske Alpe;730;slap;287784;1;1;0;;46.39805;14.63277;72;1065
1074;Planinski dom na Kureščku;Slovenija;Goriško, Notranjsko in Snežniško hribovje;760;koča;297222;7;3;0;4;45.88798;14.56019;73;1030
1075;Lagazuoi Piccolo;Italija;Dolomiti;2778;vrh;293697;11;3;0;1;46.52971;12.00323;73;1046
1076;Rifugio Lavaredo;Italija;Dolomiti;2344;koča;203021;3;1;0;;46.61843;12.31165;64;1385
1077;Rifugio Locatelli;Italija;Dolomiti;2405;koča;253999;8;3;0;;46.63689;12.31111;69;1186
1078;Laghi dei Piani;Italija;Dolomiti;2335;jezero;142160;7;1;0;;46.638;12.3146;58;1611
1079;Monte Paterno;Italija;Dolomiti;2744;vrh;450997;12;4;0;1;46.63031;12.31517;87;496
1080;Rifugio Lagazuoi;Italija;Dolomiti;2750;koča;142405;5;3;0;;46.52777;12.00814;58;1609
1081;Bivak della Chiesa;Italija;Dolomiti;2652;bivak,sedlo;78919;5;2;0;;46.53626;12.01782;52;1854
1082;Col dei Bos;Italija;Dolomiti;2559;vrh;85628;10;3;0;;46.52911;12.02979;52;1828
1083;Monte Verdal;Italija;Dolomiti;2491;vrh;56852;9;1;0;;46.46544;12.05076;49;1944
1084;Cima Falzarego;Italija;Dolomiti;2563;vrh;101718;5;2;0;1;46.5297;12.022;54;1768
1085;Rifugio Pian di Cengia;Italija;Dolomiti;2528;koča;103679;3;2;0;;46.63156;12.34153;54;1760
1087;Croda Fiscalina di Mezzo / Oberbachernspitze;Italija;Dolomiti;2675;vrh;117138;3;2;0;;46.63794;12.34569;55;1706
1088;Tofana di Rozes;Italija;Dolomiti;3225;vrh;428879;34;2;0;2;46.53725;12.05093;85;565
1089;Tre Dita;Italija;Dolomiti;2694;vrh;134100;6;2;0;;46.54458;12.04696;57;1641
1090;Rifugio Giussani;Italija;Dolomiti;2580;koča;107165;10;1;0;;46.54437;12.06053;55;1743
1091;Debenji vrh;Slovenija;Posavsko hribovje in Dolenjska;530;vrh;487544;11;7;1;10;46.05105;14.62963;90;391
1093;Rifugio Nuvolau;Italija;Dolomiti;2575;vrh,koča;191365;9;6;0;2;46.49509;12.04599;63;1427
1094;Rifugio Averau;Italija;Dolomiti;2413;koča,sedlo;134515;9;6;0;;46.49951;12.04108;57;1638
1095;Averau;Italija;Dolomiti;2649;vrh;256768;14;6;0;;46.50056;12.03689;69;1178
1096;Kurji vrh;Slovenija;Julijske Alpe;1762;vrh;449221;3;2;2;1;46.46596;13.80579;87;505
