id;ime_gore;drzava;gorovje;visina;sirina_dolzina;vrsta;ogledi;priljubljenost;stevilo_slik;stevilo_poti;stevilo_gps_sledi;vpisna_knjiga;povezava
854;Kamnik;Slovenija;Posavsko hribovje in Dolenjska;861;46,20564°N 15,129°E;vrh, bivak;413269;84% (616. mesto);5;4;1;1;https://www.hribi.net/gora/kamnik/25/854
855;Golava;Slovenija;Posavsko hribovje in Dolenjska;834;46,20685°N 15,10534°E;vrh, bivak;413100;84% (618. mesto);4;5;0;1;https://www.hribi.net/gora/golava/25/855
856;Gozdnik;Slovenija;Posavsko hribovje in Dolenjska;1090;46,19241°N 15,15299°E;vrh, bivak;482659;89% (404. mesto);9;9;5;2;https://www.hribi.net/gora/gozdnik/25/856
857;Kotečnik;Slovenija;Posavsko hribovje in Dolenjska;772;46,20143°N 15,18139°E;vrh;360685;79% (800. mesto);4;2;2;1;https://www.hribi.net/gora/kotecnik/25/857
858;Dom na Bukovici;Slovenija;Posavsko hribovje in Dolenjska;584;46,22084°N 15,16644°E;vrh, koča;365917;80% (776. mesto);5;4;0;;https://www.hribi.net/gora/dom_na_bukovici/25/858
859;Dragov dom na Homu;Slovenija;Posavsko hribovje in Dolenjska;607;46,21911°N 15,12562°E;vrh, koča, cerkev;395805;82% (678. mesto);5;6;0;4;https://www.hribi.net/gora/dragov_dom_na_homu/25/859
860;Dom na Šmohorju;Slovenija;Posavsko hribovje in Dolenjska;784;46,18179°N 15,18697°E;vrh, koča, cerkev;579410;94% (211. mesto);6;8;0;12;https://www.hribi.net/gora/dom_na_smohorju/25/860
861;Malič;Slovenija;Posavsko hribovje in Dolenjska;936;46,18315°N 15,20796°E;vrh;413919;84% (614. mesto);4;8;1;4;https://www.hribi.net/gora/malic/25/861
862;Sveti Miklavž nad Vipavo;Slovenija;Goriško, Notranjsko in Snežniško hribovje;438;45,81944°N 13,98216°E;cerkev;295834;73% (1037. mesto);6;2;0;1;https://www.hribi.net/gora/sveti_miklavz_nad_vipavo/26/862
863;Gradiška Tura;Slovenija;Goriško, Notranjsko in Snežniško hribovje;754;45,82929°N 13,97975°E;vrh;675408;97% (118. mesto);7;5;1;11;https://www.hribi.net/gora/gradiska_tura/26/863
864;Vodice;Slovenija;Goriško, Notranjsko in Snežniško hribovje;651;46,01438°N 13,63623°E;vrh;373369;81% (747. mesto);12;11;0;5;https://www.hribi.net/gora/vodice/26/864
865;Dom na Sabotinu;Slovenija;Goriško, Notranjsko in Snežniško hribovje;560;45,99102°N 13,63133°E;koča;449122;87% (507. mesto);1;2;1;6;https://www.hribi.net/gora/dom_na_sabotinu/26/865
867;Stjenkova koča na Trstelju;Slovenija;Goriško, Notranjsko in Snežniško hribovje;610;45,8571°N 13,70593°E;koča;402908;83% (657. mesto);3;8;1;17;https://www.hribi.net/gora/stjenkova_koca_na_trstelju/26/867
868;Trstelj;Slovenija;Goriško, Notranjsko in Snežniško hribovje;643;45,85784°N 13,70382°E;vrh;583371;95% (204. mesto);6;9;4;28;https://www.hribi.net/gora/trstelj/26/868
869;Zavetišče na Koradi;Slovenija;Goriško, Notranjsko in Snežniško hribovje;803;46,06565°N 13,55834°E;koča;334817;77% (886. mesto);1;2;0;4;https://www.hribi.net/gora/zavetisce_na_koradi/26/869
870;Korada;Slovenija;Goriško, Notranjsko in Snežniško hribovje;812;46,06493°N 13,56053°E;vrh, cerkev;539887;93% (272. mesto);2;3;3;11;https://www.hribi.net/gora/korada/26/870
871;Veliki Slomnik;Slovenija;Posavsko hribovje in Dolenjska;609;46,20334°N 15,21194°E;vrh;299154;73% (1023. mesto);1;6;1;5;https://www.hribi.net/gora/veliki_slomnik/25/871
872;Hom nad Celjem;Slovenija;Posavsko hribovje in Dolenjska;570;46,21956°N 15,22503°E;vrh;330870;77% (896. mesto);2;4;1;1;https://www.hribi.net/gora/hom_nad_celjem/25/872
873;Planinski dom na Brnici;Slovenija;Posavsko hribovje in Dolenjska;457;46,22069°N 15,1992°E;koča;364890;80% (784. mesto);2;4;0;2;https://www.hribi.net/gora/planinski_dom_na_brnici/25/873
874;Resevna;Slovenija;Posavsko hribovje in Dolenjska;650;46,19307°N 15,36802°E;vrh, koča;557074;94% (247. mesto);8;8;7;11;https://www.hribi.net/gora/resevna/25/874
875;Rifnik;Slovenija;Posavsko hribovje in Dolenjska;568;46,19831°N 15,4068°E;vrh;396548;82% (675. mesto);15;4;1;4;https://www.hribi.net/gora/rifnik/25/875
876;Pečovniška koča na Grmadi;Slovenija;Posavsko hribovje in Dolenjska;620;46,19764°N 15,27824°E;koča;368986;80% (762. mesto);4;6;1;3;https://www.hribi.net/gora/pecovniska_koca_na_grmadi/25/876
877;Grmada nad Celjem;Slovenija;Posavsko hribovje in Dolenjska;718;46,20143°N 15,27142°E;vrh;531044;92% (289. mesto);6;5;1;11;https://www.hribi.net/gora/grmada_nad_celjem/25/877
878;Celjska koča;Slovenija;Posavsko hribovje in Dolenjska;652;46,1949°N 15,27481°E;koča;659508;97% (128. mesto);5;13;1;7;https://www.hribi.net/gora/celjska_koca/25/878
879;Tolsti vrh nad Celjsko kočo;Slovenija;Posavsko hribovje in Dolenjska;834;46,1915°N 15,28182°E;vrh;454228;87% (484. mesto);3;14;0;6;https://www.hribi.net/gora/tolsti_vrh_nad_celjsko_koco/25/879
880;Almin dom na Svetini;Slovenija;Posavsko hribovje in Dolenjska;772;46,19026°N 15,30244°E;koča, cerkev;478070;89% (416. mesto);1;12;0;2;https://www.hribi.net/gora/almin_dom_na_svetini/25/880
881;Srebotnik;Slovenija;Posavsko hribovje in Dolenjska;700;46,20029°N 15,29585°E;vrh;439219;86% (539. mesto);3;8;2;7;https://www.hribi.net/gora/srebotnik/25/881
882;Stari grad na Grajskem hribu;Slovenija;Posavsko hribovje in Dolenjska;407;46,21981°N 15,27139°E;vrh;282806;72% (1081. mesto);4;3;0;4;https://www.hribi.net/gora/stari_grad_na_grajskem_hribu/25/882
883;Stolpnik;Slovenija;Karavanke;1012;46,33448°N 15,36826°E;vrh;521251;92% (307. mesto);13;18;9;14;https://www.hribi.net/gora/stolpnik/11/883
884;Skala;Slovenija;Karavanke;777;46,32526°N 15,41553°E;vrh;354666;79% (822. mesto);4;5;3;7;https://www.hribi.net/gora/skala/11/884
885;Grad Konjice;Slovenija;Karavanke;515;46,33585°N 15,40977°E;vrh;235647;67% (1256. mesto);7;2;0;9;https://www.hribi.net/gora/grad_konjice/11/885
886;Planinski dom Šentjungert;Slovenija;Kamniško Savinjske Alpe;565;46,29863°N 15,21759°E;vrh, koča, cerkev;406425;83% (639. mesto);7;2;0;2;https://www.hribi.net/gora/planinski_dom_sentjungert/3/886
887;Skalica (Bohor);Slovenija;Posavsko hribovje in Dolenjska;951;46,06843°N 15,40363°E;vrh;264495;70% (1146. mesto);8;7;0;2;https://www.hribi.net/gora/skalica_bohor/25/887
888;Veliki Javornik (Bohor);Slovenija;Posavsko hribovje in Dolenjska;1023;46,06775°N 15,42841°E;vrh;544092;93% (267. mesto);7;12;1;5;https://www.hribi.net/gora/veliki_javornik_bohor/25/888
889;Koprivnik (Bohor);Slovenija;Posavsko hribovje in Dolenjska;984;46,07068°N 15,44859°E;vrh;294726;73% (1042. mesto);2;9;0;2;https://www.hribi.net/gora/koprivnik_bohor/25/889
890;Koča na Bohorju;Slovenija;Posavsko hribovje in Dolenjska;896;46,06534°N 15,45287°E;koča;475384;89% (424. mesto);4;10;5;4;https://www.hribi.net/gora/koca_na_bohorju/25/890
891;Ankaran;Slovenija;Goriško, Notranjsko in Snežniško hribovje;18;45,5793°N 13,73722°E;Vremenska napoved:;426319;85% (575. mesto);5;3;0;6;https://www.hribi.net/gora/ankaran/26/891
892;Framski slap;Slovenija;Pohorje, Dravinjske gorice in Haloze;925;46,49816°N 15,55292°E;slap;344642;78% (856. mesto);3;3;0;;https://www.hribi.net/gora/framski_slap/4/892
893;Mariborski razglednik (Cigelnica);Slovenija;Pohorje, Dravinjske gorice in Haloze;1147;46,51178°N 15,56503°E;vrh;365898;80% (777. mesto);4;7;0;2;https://www.hribi.net/gora/mariborski_razglednik_cigelnica/4/893
894;Žigartov vrh;Slovenija;Pohorje, Dravinjske gorice in Haloze;1346;46,49446°N 15,48712°E;vrh;389812;82% (699. mesto);4;17;0;3;https://www.hribi.net/gora/zigartov_vrh/4/894
895;Korošaški slapovi;Slovenija;Kamniško Savinjske Alpe;800;46,2851°N 14,56286°E;slap;415242;84% (609. mesto);5;1;0;1;https://www.hribi.net/gora/korosaski_slapovi/3/895
897;Sedlata gorica (Pogorelec);Slovenija;Posavsko hribovje in Dolenjska;817;45,73667°N 15,02288°E;vrh;262381;70% (1156. mesto);4;1;0;10;https://www.hribi.net/gora/sedlata_gorica_pogorelec/25/897
898;Sveti Peter;Slovenija;Posavsko hribovje in Dolenjska;888;45,76675°N 14,97917°E;vrh;446196;87% (517. mesto);10;3;3;2;https://www.hribi.net/gora/sveti_peter/25/898
899;Gače;Slovenija;Posavsko hribovje in Dolenjska;955;45,65485°N 15,0875°E;vrh;388916;82% (703. mesto);10;1;2;3;https://www.hribi.net/gora/gace/25/899
900;Črni vrh nad Novaki;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1291;46,16422°N 14,06568°E;vrh, jezero;356098;79% (816. mesto);6;2;0;;https://www.hribi.net/gora/crni_vrh_nad_novaki/21/900
901;Veliki Rog;Slovenija;Posavsko hribovje in Dolenjska;1099;45,68521°N 14,99528°E;vrh;368568;80% (766. mesto);3;2;0;2;https://www.hribi.net/gora/veliki_rog/25/901
903;Izvir Nežice;Slovenija;Goriško, Notranjsko in Snežniško hribovje;390;45,49007°N 14,88372°E;slap;233701;67% (1262. mesto);5;1;0;;https://www.hribi.net/gora/izvir_nezice/26/903
904;Veliki Drgomalj;Hrvaška;Gorski Kotar in Istra;1154;45,43795°N 14,79056°E;vrh;84822;52% (1832. mesto);2;1;0;;https://www.hribi.net/gora/veliki_drgomalj/33/904
905;Japlenški vrh;Hrvaška;Gorski Kotar in Istra;842;45,39767°N 14,79058°E;Vremenska napoved:;75610;51% (1869. mesto);1;1;0;;https://www.hribi.net/gora/japlenski_vrh/33/905
906;Veliki Rogatec (Veliki Rogac);Slovenija;Kamniško Savinjske Alpe;1557;46,31974°N 14,74118°E;vrh;562644;94% (239. mesto);20;8;0;6;https://www.hribi.net/gora/veliki_rogatec_veliki_rogac/3/906
907;Veliki Planik;Hrvaška;Gorski Kotar in Istra;1272;45,36163°N 14,19076°E;vrh;155152;59% (1562. mesto);2;1;0;;https://www.hribi.net/gora/veliki_planik/33/907
908;Mali Planik;Hrvaška;Gorski Kotar in Istra;1265;45,35864°N 14,1956°E;vrh;80494;52% (1849. mesto);2;1;0;;https://www.hribi.net/gora/mali_planik/33/908
909;Planinski dom na Poklonu;Hrvaška;Gorski Kotar in Istra;922;45,30859°N 14,21556°E;koča;194269;63% (1412. mesto);3;1;0;1;https://www.hribi.net/gora/planinski_dom_na_poklonu/33/909
910;Vojak;Hrvaška;Gorski Kotar in Istra;1401;45,28496°N 14,20199°E;vrh;482093;89% (405. mesto);6;2;3;1;https://www.hribi.net/gora/vojak/33/910
912;Kršičevec;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1091;45,66523°N 14,33318°E;vrh;379888;81% (725. mesto);14;3;1;2;https://www.hribi.net/gora/krsicevec/26/912
913;Planinsko zavetišče na Bjelolasici;Hrvaška;Gorski Kotar in Istra;1460;45,26894°N 14,96583°E;bivak;88716;53% (1819. mesto);2;1;0;;https://www.hribi.net/gora/planinsko_zavetisce_na_bjelolasici/33/913
914;Bjelolasica;Hrvaška;Gorski Kotar in Istra;1534;45,27359°N 14,96117°E;vrh;309420;74% (984. mesto);2;2;0;;https://www.hribi.net/gora/bjelolasica/33/914
915;Slap Mali Šumik;Slovenija;Pohorje, Dravinjske gorice in Haloze;890;46,4862°N 15,45335°E;slap;224039;66% (1295. mesto);4;4;1;;https://www.hribi.net/gora/slap_mali_sumik/4/915
916;Slap Veliki Šumik;Slovenija;Pohorje, Dravinjske gorice in Haloze;950;46,48341°N 15,45342°E;slap;461414;88% (462. mesto);2;6;1;3;https://www.hribi.net/gora/slap_veliki_sumik/4/916
917;Sveti Trije kralji;Slovenija;Pohorje, Dravinjske gorice in Haloze;1181;46,43769°N 15,45884°E;koča, cerkev;511017;91% (326. mesto);11;13;3;8;https://www.hribi.net/gora/sveti_trije_kralji/4/917
918;Črno jezero na Pohorju;Slovenija;Pohorje, Dravinjske gorice in Haloze;1196;46,44994°N 15,43096°E;jezero;549244;93% (261. mesto);5;7;0;12;https://www.hribi.net/gora/crno_jezero_na_pohorju/4/918
919;Planinski dom na Platku;Hrvaška;Gorski Kotar in Istra;1111;45,42926°N 14,56512°E;koča;113571;55% (1721. mesto);2;0;0;;https://www.hribi.net/gora/planinski_dom_na_platku/33/919
920;Planinski dom Sušak;Hrvaška;Gorski Kotar in Istra;1127;45,42369°N 14,56727°E;koča;96069;53% (1786. mesto);2;0;0;;https://www.hribi.net/gora/planinski_dom_susak/33/920
921;Veliki Risnjak;Hrvaška;Gorski Kotar in Istra;1528;45,43154°N 14,62128°E;vrh;404826;83% (647. mesto);3;3;0;1;https://www.hribi.net/gora/veliki_risnjak/33/921
922;Planinski dom na Risnjaku;Hrvaška;Gorski Kotar in Istra;1418;45,4293°N 14,622°E;koča;167247;60% (1519. mesto);2;1;0;1;https://www.hribi.net/gora/planinski_dom_na_risnjaku/33/922
923;Snježnik;Hrvaška;Gorski Kotar in Istra;1506;45,44057°N 14,58408°E;vrh, koča;282679;72% (1082. mesto);2;2;2;2;https://www.hribi.net/gora/snjeznik/33/923
925;Vidikovac;Hrvaška;Gorski Kotar in Istra;1408;45,42302°N 14,61539°E;vrh;128614;57% (1662. mesto);1;1;0;;https://www.hribi.net/gora/vidikovac/33/925
930;Šentanski vrh;Slovenija;Kamniško Savinjske Alpe;1635;46,38222°N 14,25407°E;vrh;452685;87% (489. mesto);6;14;0;20;https://www.hribi.net/gora/sentanski_vrh/3/930
931;Sveti Jurij nad Tržičem;Slovenija;Kamniško Savinjske Alpe;673;46,35947°N 14,28842°E;vrh, cerkev;160034;60% (1545. mesto);4;3;0;3;https://www.hribi.net/gora/sveti_jurij_nad_trzicem/3/931
932;Sveti Urban (nad Kozjim Vrhom);Avstrija, Slovenija;Strojna, Košenjak, Kozjak in Slovenske gorice;1329;46,64963°N 15,07349°E;cerkev;304396;74% (1002. mesto);8;5;0;;https://www.hribi.net/gora/sveti_urban_nad_kozjim_vrhom/162/932
933;Kobesnock;Avstrija;Ziljske Alpe;1820;46,64884°N 13,60075°E;vrh;187659;62% (1438. mesto);5;1;0;;https://www.hribi.net/gora/kobesnock/31/933
934;Wertschacher Alm;Avstrija;Ziljske Alpe;1672;46,64449°N 13,59189°E;planina, sedlo;131472;57% (1647. mesto);2;1;0;;https://www.hribi.net/gora/wertschacher_alm/31/934
935;Čegla gora/Tschekelnock;Avstrija;Ziljske Alpe;1893;46,65197°N 13,53707°E;vrh;186307;62% (1442. mesto);2;1;0;;https://www.hribi.net/gora/cegla_gora_tschekelnock/31/935
936;Kal (nad Komno);Slovenija;Julijske Alpe;2001;46,31074°N 13,74403°E;vrh;406275;83% (640. mesto);6;1;0;;https://www.hribi.net/gora/kal_nad_komno/1/936
937;Koralpenhaus (Golica/Koralpe);Avstrija;Labotniške Alpe;1966;46,79115°N 14,95636°E;koča, planina;128685;57% (1661. mesto);7;1;0;;https://www.hribi.net/gora/koralpenhaus_golica_koralpe/28/937
938;Großer Speikkogel (Golica / Koralpe);Avstrija;Labotniške Alpe;2140;46,78698°N 14,97189°E;vrh;448590;87% (509. mesto);17;17;0;1;https://www.hribi.net/gora/grosser_speikkogel_golica___koralpe/28/938
939;Seespitz (Golica/Koralpe);Avstrija;Labotniške Alpe;2066;46,78896°N 14,97875°E;vrh;169844;61% (1506. mesto);9;8;0;;https://www.hribi.net/gora/seespitz_golica_koralpe/28/939
940;Großhöllerhütte (Golica/Koralpe);Avstrija;Labotniške Alpe;1790;46,8107°N 14,96705°E;koča;119658;56% (1696. mesto);3;3;0;;https://www.hribi.net/gora/grosshollerhutte_golica_koralpe/28/940
941;Slap Poms (Golica/Koralpe);Avstrija;Labotniške Alpe;1671;46,80694°N 14,9685°E;slap;106265;54% (1747. mesto);2;1;0;;https://www.hribi.net/gora/slap_poms_golica_koralpe/28/941
942;Wolfsberger Hütte;Avstrija;Labotniške Alpe;1827;46,83411°N 14,65881°E;koča;109862;55% (1733. mesto);5;3;0;;https://www.hribi.net/gora/wolfsberger_hutte/28/942
943;Speikkogel (planina Svinja / Saualpe);Avstrija;Labotniške Alpe;1901;46,8256°N 14,65168°E;vrh;100899;54% (1769. mesto);1;3;0;;https://www.hribi.net/gora/speikkogel_planina_svinja___saualpe/28/943
944;Großer Sauofen;Avstrija;Labotniške Alpe;1895;46,82407°N 14,64931°E;vrh;108865;55% (1737. mesto);2;3;0;;https://www.hribi.net/gora/grosser_sauofen/28/944
945;Velika Svinja / Ladinger Spitz;Avstrija;Labotniške Alpe;2079;46,85375°N 14,65109°E;vrh;210978;65% (1355. mesto);12;6;0;;https://www.hribi.net/gora/velika_svinja___ladinger_spitz/28/945
946;Ladinger Hütte;Avstrija;Labotniške Alpe;1738;46,86115°N 14,67014°E;koča, planina;90560;53% (1808. mesto);1;1;0;;https://www.hribi.net/gora/ladinger_hutte/28/946
947;Gostišče Zeleni Rob;Slovenija;Kamniško Savinjske Alpe;1612;46,30038°N 14,64016°E;koča, planina;493500;90% (370. mesto);2;1;0;9;https://www.hribi.net/gora/gostisce_zeleni_rob/3/947
952;Goldeck;Avstrija;Ziljske Alpe;2142;46,75896°N 13,45883°E;vrh, koča;290452;73% (1053. mesto);5;1;0;;https://www.hribi.net/gora/goldeck/31/952
953;Latschur;Avstrija;Ziljske Alpe;2236;46,73829°N 13,39675°E;vrh;247873;68% (1208. mesto);6;1;0;;https://www.hribi.net/gora/latschur/31/953
954;Almspitz;Avstrija;Ziljske Alpe;2180;46,73382°N 13,4009°E;vrh;151474;59% (1574. mesto);4;1;0;;https://www.hribi.net/gora/almspitz/31/954
955;Techendorfer Alm;Avstrija;Ziljske Alpe;1573;46,72295°N 13,40414°E;koča, planina;138931;58% (1624. mesto);4;1;0;;https://www.hribi.net/gora/techendorfer_alm/31/955
958;Eckwand;Avstrija;Ziljske Alpe;2221;46,73486°N 13,41422°E;vrh;168883;61% (1511. mesto);7;2;0;;https://www.hribi.net/gora/eckwand/31/958
959;Kopasnock;Avstrija;Ziljske Alpe;2087;46,72933°N 13,42267°E;vrh;146947;58% (1594. mesto);4;1;0;;https://www.hribi.net/gora/kopasnock/31/959
960;Hochstaff;Avstrija;Ziljske Alpe;2217;46,73605°N 13,43913°E;vrh;150586;59% (1580. mesto);5;1;0;;https://www.hribi.net/gora/hochstaff/31/960
961;Karalm Hütte;Avstrija;Ziljske Alpe;1550;46,71527°N 13,4451°E;koča, planina;139494;58% (1621. mesto);3;1;0;;https://www.hribi.net/gora/karalm_hutte/31/961
966;Sveto brdo;Hrvaška;Velebit;1751;44,32861°N 15,56972°E;vrh;312443;75% (971. mesto);1;2;0;;https://www.hribi.net/gora/sveto_brdo/30/966
967;Sveti Ilija (Biokovo);Hrvaška;Biokovo in Dalmacija;913;43,25912°N 17,10287°E;koča, planina, cerkev;156938;59% (1556. mesto);1;0;0;;https://www.hribi.net/gora/sveti_ilija_biokovo/64/967
968;Vošac;Hrvaška;Biokovo in Dalmacija;1422;43,31071°N 17,04634°E;vrh, koča;161217;60% (1539. mesto);2;4;0;;https://www.hribi.net/gora/vosac/64/968
969;Štrbina;Hrvaška;Biokovo in Dalmacija;1338;43,3091°N 17,04867°E;sedlo;102515;54% (1763. mesto);1;1;0;;https://www.hribi.net/gora/strbina/64/969
970;Sveti Jurij (Biokovo);Hrvaška;Biokovo in Dalmacija;1762;43,34157°N 17,05436°E;vrh, cerkev;390096;82% (697. mesto);3;2;1;;https://www.hribi.net/gora/sveti_jurij_biokovo/64/970
971;Planinska koča pod Svetim Jurijem;Hrvaška;Biokovo in Dalmacija;1594;43,33933°N 17,05366°E;koča;120732;56% (1690. mesto);2;0;0;;https://www.hribi.net/gora/planinska_koca_pod_svetim_jurijem/64/971
972;Križevac;Bosna in Hercegovina;Hercegovina;448;43,17536°N 17,66818°E;vrh;191847;63% (1425. mesto);3;1;0;;https://www.hribi.net/gora/krizevac/65/972
973;Dinara;Hrvaška;Dinara in Lika;1831;44,06252°N 16,38293°E;vrh;305213;74% (999. mesto);3;3;0;;https://www.hribi.net/gora/dinara/62/973
974;Planinska koča Brezovac;Hrvaška;Dinara in Lika;1050;44,09646°N 16,34746°E;koča;104127;54% (1756. mesto);2;1;0;;https://www.hribi.net/gora/planinska_koca_brezovac/62/974
976;Boskovec;Slovenija;Kamniško Savinjske Alpe;1587;46,38096°N 14,91099°E;vrh;470888;89% (438. mesto);6;10;1;3;https://www.hribi.net/gora/boskovec/3/976
977;Veliki Špiček;Slovenija;Posavsko hribovje in Dolenjska;686;46,02528°N 15,64934°E;vrh;323994;76% (923. mesto);8;5;1;3;https://www.hribi.net/gora/veliki_spicek/25/977
979;Oberdraßnitzer Alm;Avstrija;Visoke Ture;1670;46,79895°N 13,11181°E;planina;53342;49% (1957. mesto);3;1;0;;https://www.hribi.net/gora/oberdrassnitzer_alm/57/979
980;Hochkreuz;Avstrija;Visoke Ture;2709;46,81507°N 13,07385°E;vrh;104138;54% (1755. mesto);3;2;0;;https://www.hribi.net/gora/hochkreuz/57/980
981;Kl. Hochkreuz;Avstrija;Visoke Ture;2611;46,81137°N 13,07256°E;vrh;53079;49% (1958. mesto);1;1;0;;https://www.hribi.net/gora/kl_hochkreuz/57/981
982;Hochleitenk;Avstrija;Visoke Ture;2581;46,80983°N 13,07116°E;vrh;55776;49% (1948. mesto);2;1;0;;https://www.hribi.net/gora/hochleitenk/57/982
983;Eckensee;Avstrija;Visoke Ture;2481;46,80962°N 13,07429°E;jezero;52663;49% (1961. mesto);1;1;0;;https://www.hribi.net/gora/eckensee/57/983
984;Unterdraßnitzer Alm;Avstrija;Visoke Ture;1673;46,79237°N 13,07787°E;planina;54144;49% (1955. mesto);5;1;0;;https://www.hribi.net/gora/unterdrassnitzer_alm/57/984
985;Jaukenalm;Avstrija;Ziljske Alpe;1934;46,69532°N 13,07206°E;planina;131051;57% (1650. mesto);2;1;0;;https://www.hribi.net/gora/jaukenalm/31/985
986;Jaukenstöckl;Avstrija;Ziljske Alpe;2209;46,70116°N 13,05703°E;vrh;129417;57% (1656. mesto);3;1;0;;https://www.hribi.net/gora/jaukenstockl/31/986
987;Jaukenhöhe;Avstrija;Ziljske Alpe;2234;46,70132°N 13,06266°E;vrh;144562;58% (1601. mesto);1;1;0;;https://www.hribi.net/gora/jaukenhohe/31/987
988;Torkofel;Avstrija;Ziljske Alpe;2276;46,70155°N 13,07695°E;vrh;192176;63% (1423. mesto);1;1;0;;https://www.hribi.net/gora/torkofel/31/988
989;Reißkofel;Avstrija;Ziljske Alpe;2371;46,68577°N 13,14654°E;vrh;309755;74% (980. mesto);8;4;0;;https://www.hribi.net/gora/reisskofel/31/989
992;Gregorihütte;Avstrija;Ziljske Alpe;1492;46,6724°N 13,15509°E;koča, planina;133533;57% (1643. mesto);2;1;0;;https://www.hribi.net/gora/gregorihutte/31/992
993;Reißkofel Biwak;Avstrija;Ziljske Alpe;1799;46,68335°N 13,12551°E;bivak;141409;58% (1613. mesto);4;1;0;;https://www.hribi.net/gora/reisskofel_biwak/31/993
994;Kleiner Reißkofel;Avstrija;Ziljske Alpe;2161;46,68742°N 13,15821°E;vrh;135696;57% (1635. mesto);4;2;0;;https://www.hribi.net/gora/kleiner_reisskofel/31/994
995;Teme (pri Rjavini);Slovenija;Julijske Alpe;2136;46,38747°N 13,88754°E;vrh;288382;72% (1064. mesto);5;1;0;;https://www.hribi.net/gora/teme_pri_rjavini/1/995
996;Suhi vrh;Slovenija;Julijske Alpe;2109;46,42901°N 13,7281°E;vrh;392035;82% (691. mesto);3;1;1;;https://www.hribi.net/gora/suhi_vrh/1/996
999;Kornock;Avstrija;Krške Alpe;2193;46,91518°N 13,85561°E;vrh;128766;57% (1660. mesto);1;1;0;;https://www.hribi.net/gora/kornock/29/999
1000;Rinsennock;Avstrija;Krške Alpe;2334;46,90967°N 13,85013°E;vrh;223537;66% (1300. mesto);3;2;0;1;https://www.hribi.net/gora/rinsennock/29/1000
1001;Klomnock;Avstrija;Krške Alpe;2331;46,8813°N 13,78809°E;vrh;219203;66% (1319. mesto);4;2;0;5;https://www.hribi.net/gora/klomnock/29/1001
1002;Schoberriegel;Avstrija;Krške Alpe;2208;46,91065°N 13,89393°E;vrh;137939;58% (1626. mesto);6;1;0;2;https://www.hribi.net/gora/schoberriegel/29/1002
1003;Gruft;Avstrija;Krške Alpe;2232;46,90548°N 13,90213°E;vrh;131350;57% (1648. mesto);3;1;0;1;https://www.hribi.net/gora/gruft/29/1003
1004;Kaserhöhe;Avstrija;Krške Alpe;2318;46,91221°N 13,9174°E;vrh;136150;57% (1631. mesto);5;1;0;;https://www.hribi.net/gora/kaserhohe/29/1004
1006;Bretthöhe;Avstrija;Krške Alpe;2320;46,91242°N 13,93646°E;vrh;164096;60% (1527. mesto);6;1;0;;https://www.hribi.net/gora/bretthohe/29/1006
1007;Markljev Rovt;Slovenija;Karavanke;1250;46,47849°N 14,08355°E;planina;260576;70% (1163. mesto);3;1;0;;https://www.hribi.net/gora/markljev_rovt/11/1007
1008;Krvavka;Avstrija, Slovenija;Karavanke;1784;46,48921°N 14,06515°E;vrh;310605;75% (976. mesto);3;1;0;4;https://www.hribi.net/gora/krvavka/11/1008
1009;Jägersteighütte;Avstrija;Visoke Ture;1981;47,08778°N 13,32809°E;koča;96198;53% (1785. mesto);2;1;0;;https://www.hribi.net/gora/jagersteighutte/57/1009
1010;Pfringersee;Avstrija;Visoke Ture;2230;47,09194°N 13,32135°E;jezero;70403;51% (1887. mesto);2;1;0;;https://www.hribi.net/gora/pfringersee/57/1010
1011;Arlhöhe;Avstrija;Visoke Ture;2326;47,089°N 13,31321°E;vrh;80317;52% (1850. mesto);1;1;0;;https://www.hribi.net/gora/arlhohe/57/1011
1012;Konradhütte;Avstrija;Visoke Ture;1600;46,98645°N 13,23406°E;koča, jezero, planina;60933;50% (1926. mesto);3;1;0;;https://www.hribi.net/gora/konradhutte/57/1012
1013;Dösner Hütte;Avstrija;Visoke Ture;1976;46,98797°N 13,2487°E;koča, planina;68106;50% (1897. mesto);2;1;0;;https://www.hribi.net/gora/dosner_hutte/57/1013
1014;Arthur Von Schmid Haus;Avstrija;Visoke Ture;2275;46,98906°N 13,26702°E;koča, jezero;109403;55% (1736. mesto);5;1;0;;https://www.hribi.net/gora/arthur_von_schmid_haus/57/1014
1015;Säuleck;Avstrija;Visoke Ture;3086;46,99692°N 13,28755°E;vrh;461670;88% (461. mesto);12;3;0;;https://www.hribi.net/gora/sauleck/57/1015
1016;Ankogel;Avstrija;Visoke Ture;3252;47,05072°N 13,24847°E;vrh;505315;91% (350. mesto);9;2;1;1;https://www.hribi.net/gora/ankogel/57/1016
1017;Kleine Ankogel;Avstrija;Visoke Ture;3096;47,0477°N 13,24641°E;vrh;147708;58% (1590. mesto);3;1;0;1;https://www.hribi.net/gora/kleine_ankogel/57/1017
1018;Hochalmblick;Avstrija;Visoke Ture;1940;47,02822°N 13,19508°E;koča, planina;65312;50% (1907. mesto);3;1;0;;https://www.hribi.net/gora/hochalmblick/57/1018
