id;ime_gore;drzava;gorovje;visina;sirina_dolzina;vrsta;ogledi;priljubljenost;stevilo_slik;stevilo_poti;stevilo_gps_sledi;vpisna_knjiga;povezava
1019;Hannoverhaus;Avstrija;Visoke Ture;2720;47,04402°N 13,21482°E;koča, cerkev;105273;54% (1752. mesto);6;1;0;;https://www.hribi.net/gora/hannoverhaus/57/1019
1021;Großer Hafner;Avstrija;Visoke Ture;3076;47,07005°N 13,40076°E;vrh;426707;85% (574. mesto);4;1;0;;https://www.hribi.net/gora/grosser_hafner/57/1021
1022;Kattowitzer Hütte;Avstrija;Visoke Ture;2321;47,05835°N 13,39118°E;koča, planina;170290;61% (1504. mesto);3;1;0;;https://www.hribi.net/gora/kattowitzer_hutte/57/1022
1023;Landawirsee Hütte;Avstrija;Nizke Ture;1985;47,27099°N 13,72607°E;koča, jezero, planina;71977;51% (1882. mesto);2;1;0;;https://www.hribi.net/gora/landawirsee_hutte/58/1023
1024;Unterer Landawirsee;Avstrija;Nizke Ture;2000;47,26846°N 13,72407°E;jezero, planina;49707;48% (1976. mesto);2;1;0;;https://www.hribi.net/gora/unterer_landawirsee/58/1024
1025;Oberer Landawirsee;Avstrija;Nizke Ture;2047;47,26586°N 13,71965°E;jezero;52512;49% (1962. mesto);3;1;0;;https://www.hribi.net/gora/oberer_landawirsee/58/1025
1026;Scharnock;Avstrija;Nizke Ture;2498;47,25829°N 13,71324°E;vrh;54962;49% (1952. mesto);1;1;0;;https://www.hribi.net/gora/scharnock/58/1026
1027;Hochgolling;Avstrija;Nizke Ture;2863;47,26631°N 13,76064°E;vrh;166749;60% (1520. mesto);2;1;0;;https://www.hribi.net/gora/hochgolling/58/1027
1028;Rudolf Schober Hütte;Avstrija;Nizke Ture;1667;47,25185°N 13,97389°E;koča;55452;49% (1949. mesto);1;1;0;;https://www.hribi.net/gora/rudolf_schober_hutte/58/1028
1029;Unterer Wildenkarsee;Avstrija;Nizke Ture;1891;47,25954°N 13,96946°E;jezero;54714;49% (1953. mesto);6;1;0;;https://www.hribi.net/gora/unterer_wildenkarsee/58/1029
1030;Oberer Wildenkarsee;Avstrija;Nizke Ture;2053;47,26304°N 13,96276°E;jezero;56252;49% (1946. mesto);3;1;0;;https://www.hribi.net/gora/oberer_wildenkarsee/58/1030
1031;Bauleiteck;Avstrija;Nizke Ture;2424;47,271°N 13,96917°E;vrh;63615;50% (1915. mesto);3;1;0;;https://www.hribi.net/gora/bauleiteck/58/1031
1032;Preber;Avstrija;Nizke Ture;2740;47,21996°N 13,86468°E;vrh;201012;64% (1390. mesto);7;2;0;1;https://www.hribi.net/gora/preber/58/1032
1033;Roteck;Avstrija;Nizke Ture;2742;47,23008°N 13,84998°E;vrh;89461;53% (1815. mesto);5;1;0;;https://www.hribi.net/gora/roteck/58/1033
1034;Preberhalterhütte;Avstrija;Nizke Ture;1862;47,1992°N 13,8626°E;koča, planina;61249;50% (1925. mesto);5;1;0;;https://www.hribi.net/gora/preberhalterhutte/58/1034
1035;Krofička;Slovenija;Kamniško Savinjske Alpe;2083;46,37456°N 14,64503°E;vrh;685648;97% (112. mesto);7;5;2;2;https://www.hribi.net/gora/kroficka/3/1035
1036;Rifugio Gilberti;Italija;Julijske Alpe;1850;46,37194°N 13,46127°E;koča;364615;79% (786. mesto);2;2;1;;https://www.hribi.net/gora/rifugio_gilberti/1/1036
1037;Bivak Marussich;Italija;Julijske Alpe;2041;46,37206°N 13,42438°E;bivak, sedlo;273723;71% (1114. mesto);14;5;0;;https://www.hribi.net/gora/bivak_marussich/1/1037
1038;Žrd / Sart;Italija;Julijske Alpe;2324;46,38215°N 13,39984°E;vrh;402919;83% (656. mesto);13;5;0;;https://www.hribi.net/gora/zrd___sart/1/1038
1039;Vrh Grubje;Italija;Julijske Alpe;2240;46,37203°N 13,41694°E;vrh;242634;68% (1232. mesto);2;1;0;;https://www.hribi.net/gora/vrh_grubje/1/1039
1040;Planina Zgornja Gorjuda;Italija;Julijske Alpe;1404;46,38629°N 13,43932°E;bivak, planina;196621;63% (1405. mesto);2;1;0;;https://www.hribi.net/gora/planina_zgornja_gorjuda/1/1040
1041;Viš/Jof Fuart;Italija;Julijske Alpe;2666;46,42996°N 13,49155°E;vrh;660754;97% (127. mesto);14;5;0;2;https://www.hribi.net/gora/vis_jof_fuart/1/1041
1042;Rifugio Corsi;Italija;Julijske Alpe;1874;46,42212°N 13,50003°E;koča;393181;82% (689. mesto);4;4;2;1;https://www.hribi.net/gora/rifugio_corsi/1/1042
1043;Bivak Gorizia;Italija;Julijske Alpe;1950;46,42571°N 13,51796°E;bivak;298467;73% (1026. mesto);4;1;0;3;https://www.hribi.net/gora/bivak_gorizia/1/1043
1045;Glave;Slovenija;Julijske Alpe;1760;46,46647°N 13,70185°E;vrh;245486;68% (1220. mesto);3;2;0;1;https://www.hribi.net/gora/glave/1/1045
1046;Mala Ponca;Italija, Slovenija;Julijske Alpe;1925;46,46818°N 13,6932°E;vrh;507387;91% (338. mesto);4;4;1;1;https://www.hribi.net/gora/mala_ponca/1/1046
1047;Zavetišče pod Ponco;Italija;Julijske Alpe;1657;46,46638°N 13,6855°E;bivak;323635;76% (925. mesto);1;1;0;;https://www.hribi.net/gora/zavetisce_pod_ponco/1/1047
1048;Rifugio Zacchi;Italija;Julijske Alpe;1380;46,45921°N 13,6843°E;koča;403720;83% (654. mesto);3;1;2;;https://www.hribi.net/gora/rifugio_zacchi/1/1048
1049;Izvir Boke;Slovenija;Julijske Alpe;850;46,32263°N 13,48141°E;Vremenska napoved:;273811;71% (1112. mesto);9;1;0;;https://www.hribi.net/gora/izvir_boke/1/1049
1050;Srednja Ponca;Italija, Slovenija;Julijske Alpe;2228;46,45676°N 13,69881°E;vrh;440698;86% (533. mesto);5;2;1;;https://www.hribi.net/gora/srednja_ponca/1/1050
1051;Zadnja Ponca;Italija, Slovenija;Julijske Alpe;2242;46,45048°N 13,69495°E;vrh;344893;78% (854. mesto);4;2;1;;https://www.hribi.net/gora/zadnja_ponca/1/1051
1052;Pihavec;Slovenija;Julijske Alpe;2419;46,39254°N 13,80664°E;vrh;538438;93% (273. mesto);7;4;3;1;https://www.hribi.net/gora/pihavec/1/1052
1053;Špik Hude police / Cima di Terrarossa;Italija;Julijske Alpe;2431;46,4266°N 13,45217°E;vrh;715573;98% (95. mesto);2;2;0;5;https://www.hribi.net/gora/spik_hude_police___cima_di_terrarossa/1/1053
1054;Mali Šmohor;Slovenija;Julijske Alpe;1939;46,27923°N 13,68712°E;vrh;334139;77% (888. mesto);4;2;0;;https://www.hribi.net/gora/mali_smohor/1/1054
1055;Veliki Šmohor;Slovenija;Julijske Alpe;1944;46,27427°N 13,68549°E;vrh;404629;83% (648. mesto);2;2;0;;https://www.hribi.net/gora/veliki_smohor/1/1055
1056;Bivak Nogara;Italija;Julijske Alpe;1850;46,44718°N 13,65418°E;bivak;321927;76% (932. mesto);4;1;0;;https://www.hribi.net/gora/bivak_nogara/1/1056
1057;Travnik;Slovenija;Julijske Alpe;2252;46,33751°N 13,74382°E;vrh;419457;84% (600. mesto);7;1;2;;https://www.hribi.net/gora/travnik/1/1057
1058;Plaski Vogel;Slovenija;Julijske Alpe;2348;46,33771°N 13,75064°E;vrh;403568;83% (655. mesto);4;1;1;;https://www.hribi.net/gora/plaski_vogel/1/1058
1059;Planina Za skalo;Slovenija;Julijske Alpe;1510;46,31904°N 13,71744°E;planina;362920;79% (792. mesto);8;1;0;;https://www.hribi.net/gora/planina_za_skalo/1/1059
1060;Rušnata Mlinarica;Slovenija;Julijske Alpe;1777;46,41265°N 13,87945°E;vrh;280678;72% (1091. mesto);6;2;1;1;https://www.hribi.net/gora/rusnata_mlinarica/1/1060
1061;Hajnževo sedlo;Avstrija, Slovenija;Karavanke;1701;46,4336°N 14,3056°E;sedlo;425463;85% (577. mesto);4;4;0;1;https://www.hribi.net/gora/hajnzevo_sedlo/11/1061
1062;Šplevta;Slovenija;Julijske Alpe;2272;46,43571°N 13,84014°E;Vremenska napoved:;440401;86% (534. mesto);3;2;0;;https://www.hribi.net/gora/splevta/1/1062
1063;Dom na Gospincu (Hotel Rozka);Slovenija;Kamniško Savinjske Alpe;1491;46,29583°N 14,52243°E;koča, planina;447763;87% (513. mesto);3;8;0;4;https://www.hribi.net/gora/dom_na_gospincu_hotel_rozka/3/1063
1064;Bivak v Kočni;Slovenija;Kamniško Savinjske Alpe;1952;46,3508°N 14,52441°E;bivak;354146;78% (825. mesto);3;1;0;;https://www.hribi.net/gora/bivak_v_kocni/3/1064
1065;Dom na Travni Gori;Slovenija;Goriško, Notranjsko in Snežniško hribovje;906;45,7355°N 14,64488°E;koča;299062;73% (1024. mesto);5;2;0;;https://www.hribi.net/gora/dom_na_travni_gori/26/1065
1066;Koča na Kamnem griču;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1016;45,72936°N 14,61693°E;vrh, koča;304348;74% (1003. mesto);8;7;0;1;https://www.hribi.net/gora/koca_na_kamnem_gricu/26/1066
1067;Cjajnik / Lärchenturm;Avstrija;Karavanke;1965;46,44328°N 14,38808°E;vrh;507591;91% (337. mesto);7;3;0;;https://www.hribi.net/gora/cjajnik___larchenturm/11/1067
1068;Krvavec;Slovenija;Kamniško Savinjske Alpe;1853;46,29964°N 14,53663°E;vrh;662450;97% (125. mesto);9;4;2;9;https://www.hribi.net/gora/krvavec/3/1068
1069;Knezova planina;Slovenija;Kamniško Savinjske Alpe;1520;46,39187°N 14,66106°E;planina;257640;69% (1173. mesto);3;1;0;;https://www.hribi.net/gora/knezova_planina/3/1069
1070;Icmanikova planina;Slovenija;Kamniško Savinjske Alpe;1520;46,4003°N 14,65285°E;planina, sedlo;282570;72% (1084. mesto);7;3;0;;https://www.hribi.net/gora/icmanikova_planina/3/1070
1071;Logarska peč;Slovenija;Kamniško Savinjske Alpe;1536;46,40049°N 14,65121°E;vrh;302534;74% (1015. mesto);2;3;0;;https://www.hribi.net/gora/logarska_pec/3/1071
1073;Slap Palenk;Slovenija;Kamniško Savinjske Alpe;730;46,39805°N 14,63277°E;slap;287784;72% (1065. mesto);1;1;0;;https://www.hribi.net/gora/slap_palenk/3/1073
1074;Planinski dom na Kureščku;Slovenija;Goriško, Notranjsko in Snežniško hribovje;760;45,88798°N 14,56019°E;koča;297222;73% (1030. mesto);7;3;0;4;https://www.hribi.net/gora/planinski_dom_na_kurescku/26/1074
1075;Lagazuoi Piccolo;Italija;Dolomiti;2778;46,52971°N 12,00323°E;vrh;293697;73% (1046. mesto);11;3;0;1;https://www.hribi.net/gora/lagazuoi_piccolo/39/1075
1076;Rifugio Lavaredo;Italija;Dolomiti;2344;46,61843°N 12,31165°E;koča;203021;64% (1385. mesto);3;1;0;;https://www.hribi.net/gora/rifugio_lavaredo/39/1076
1077;Rifugio Locatelli;Italija;Dolomiti;2405;46,63689°N 12,31111°E;koča;253999;69% (1186. mesto);8;3;0;;https://www.hribi.net/gora/rifugio_locatelli/39/1077
1078;Laghi dei Piani;Italija;Dolomiti;2335;46,638°N 12,3146°E;jezero;142160;58% (1611. mesto);7;1;0;;https://www.hribi.net/gora/laghi_dei_piani/39/1078
1079;Monte Paterno;Italija;Dolomiti;2744;46,63031°N 12,31517°E;vrh;450997;87% (496. mesto);12;4;0;1;https://www.hribi.net/gora/monte_paterno/39/1079
1080;Rifugio Lagazuoi;Italija;Dolomiti;2750;46,52777°N 12,00814°E;koča;142405;58% (1609. mesto);5;3;0;;https://www.hribi.net/gora/rifugio_lagazuoi/39/1080
1081;Bivak della Chiesa;Italija;Dolomiti;2652;46,53626°N 12,01782°E;bivak, sedlo;78919;52% (1854. mesto);5;2;0;;https://www.hribi.net/gora/bivak_della_chiesa/39/1081
1082;Col dei Bos;Italija;Dolomiti;2559;46,52911°N 12,02979°E;vrh;85628;52% (1828. mesto);10;3;0;;https://www.hribi.net/gora/col_dei_bos/39/1082
1083;Monte Verdal;Italija;Dolomiti;2491;46,46544°N 12,05076°E;vrh;56852;49% (1944. mesto);9;1;0;;https://www.hribi.net/gora/monte_verdal/39/1083
1084;Cima Falzarego;Italija;Dolomiti;2563;46,5297°N 12,022°E;vrh;101718;54% (1768. mesto);5;2;0;1;https://www.hribi.net/gora/cima_falzarego/39/1084
1085;Rifugio Pian di Cengia;Italija;Dolomiti;2528;46,63156°N 12,34153°E;koča;103679;54% (1760. mesto);3;2;0;;https://www.hribi.net/gora/rifugio_pian_di_cengia/39/1085
1087;Croda Fiscalina di Mezzo / Oberbachernspitze;Italija;Dolomiti;2675;46,63794°N 12,34569°E;vrh;117138;55% (1706. mesto);3;2;0;;https://www.hribi.net/gora/croda_fiscalina_di_mezzo___oberbachernspitze/39/1087
1088;Tofana di Rozes;Italija;Dolomiti;3225;46,53725°N 12,05093°E;vrh;428879;85% (565. mesto);34;2;0;2;https://www.hribi.net/gora/tofana_di_rozes/39/1088
1089;Tre Dita;Italija;Dolomiti;2694;46,54458°N 12,04696°E;vrh;134100;57% (1641. mesto);6;2;0;;https://www.hribi.net/gora/tre_dita/39/1089
1090;Rifugio Giussani;Italija;Dolomiti;2580;46,54437°N 12,06053°E;koča;107165;55% (1743. mesto);10;1;0;;https://www.hribi.net/gora/rifugio_giussani/39/1090
1091;Debenji vrh;Slovenija;Posavsko hribovje in Dolenjska;530;46,05105°N 14,62963°E;vrh;487544;90% (391. mesto);11;7;1;10;https://www.hribi.net/gora/debenji_vrh/25/1091
1093;Rifugio Nuvolau;Italija;Dolomiti;2575;46,49509°N 12,04599°E;vrh, koča;191365;63% (1427. mesto);9;6;0;2;https://www.hribi.net/gora/rifugio_nuvolau/39/1093
1094;Rifugio Averau;Italija;Dolomiti;2413;46,49951°N 12,04108°E;koča, sedlo;134515;57% (1638. mesto);9;6;0;;https://www.hribi.net/gora/rifugio_averau/39/1094
1095;Averau;Italija;Dolomiti;2649;46,50056°N 12,03689°E;vrh;256768;69% (1178. mesto);14;6;0;;https://www.hribi.net/gora/averau/39/1095
1096;Kurji vrh;Slovenija;Julijske Alpe;1762;46,46596°N 13,80579°E;vrh;449221;87% (505. mesto);3;2;2;1;https://www.hribi.net/gora/kurji_vrh/1/1096
1097;Bivak Za Akom;Slovenija;Julijske Alpe;1340;46,45911°N 13,83697°E;bivak;413156;84% (617. mesto);3;1;0;1;https://www.hribi.net/gora/bivak_za_akom/1/1097
1098;Mala Rodica;Slovenija;Julijske Alpe;1901;46,23085°N 13,86239°E;vrh;251040;69% (1200. mesto);5;2;0;3;https://www.hribi.net/gora/mala_rodica/1/1098
1099;Raskovec;Slovenija;Julijske Alpe;1967;46,22906°N 13,88543°E;vrh;364010;79% (790. mesto);6;6;0;1;https://www.hribi.net/gora/raskovec/1/1099
1100;Planina Poljana;Slovenija;Julijske Alpe;1466;46,23684°N 13,89276°E;planina;225920;66% (1289. mesto);15;4;0;;https://www.hribi.net/gora/planina_poljana/1/1100
1101;Planina Osredki;Slovenija;Julijske Alpe;1400;46,2379°N 13,92248°E;bivak, planina;266120;70% (1142. mesto);4;2;0;;https://www.hribi.net/gora/planina_osredki/1/1101
1102;Četrt;Slovenija;Julijske Alpe;1832;46,23067°N 13,91666°E;vrh;246449;68% (1215. mesto);4;4;0;;https://www.hribi.net/gora/cetrt/1/1102
1103;Konjski vrh;Slovenija;Julijske Alpe;1879;46,2302°N 13,90863°E;vrh;306086;74% (995. mesto);3;4;1;;https://www.hribi.net/gora/konjski_vrh/1/1103
1104;Poljanski vrh;Slovenija;Julijske Alpe;1897;46,23023°N 13,90303°E;vrh;251291;69% (1198. mesto);4;4;0;;https://www.hribi.net/gora/poljanski_vrh/1/1104
1105;Matajurski vrh;Slovenija;Julijske Alpe;1936;46,22633°N 13,89726°E;vrh;357023;79% (812. mesto);5;4;0;;https://www.hribi.net/gora/matajurski_vrh/1/1105
1106;Mali Raskovec;Slovenija;Julijske Alpe;1946;46,23133°N 13,88013°E;vrh;211315;65% (1353. mesto);3;4;0;1;https://www.hribi.net/gora/mali_raskovec/1/1106
1107;Suha Rodica (Novi vrh);Slovenija;Julijske Alpe;1944;46,22596°N 13,87618°E;vrh;246910;68% (1212. mesto);3;4;0;1;https://www.hribi.net/gora/suha_rodica_novi_vrh/1/1107
1108;Meja;Slovenija;Julijske Alpe;1996;46,25076°N 13,78727°E;vrh;265360;70% (1144. mesto);4;5;1;;https://www.hribi.net/gora/meja/1/1108
1109;Rušnati vrh;Slovenija;Julijske Alpe;1915;46,24681°N 13,7957°E;vrh;239768;68% (1241. mesto);2;3;0;;https://www.hribi.net/gora/rusnati_vrh/1/1109
1110;Rog;Slovenija;Polhograjsko hribovje in Ljubljana;798;46,09762°N 14,37688°E;vrh;354965;79% (820. mesto);10;10;0;24;https://www.hribi.net/gora/rog/5/1110
1111;Tiho jezero (Falski ribnik);Slovenija;Pohorje, Dravinjske gorice in Haloze;1266;46,4826°N 15,396°E;jezero;385931;81% (713. mesto);7;2;0;;https://www.hribi.net/gora/tiho_jezero_falski_ribnik/4/1111
1112;Klopni vrh;Slovenija;Pohorje, Dravinjske gorice in Haloze;1340;46,49805°N 15,39211°E;vrh;459618;88% (469. mesto);5;14;6;1;https://www.hribi.net/gora/klopni_vrh/4/1112
1113;Koča na Klopnem vrhu;Slovenija;Pohorje, Dravinjske gorice in Haloze;1260;46,5019°N 15,3993°E;koča;438861;86% (541. mesto);4;10;0;3;https://www.hribi.net/gora/koca_na_klopnem_vrhu/4/1113
1114;Jehlc (Špičasta kupa);Slovenija;Julijske Alpe;1662;46,22019°N 13,86219°E;vrh;246791;68% (1213. mesto);7;3;0;;https://www.hribi.net/gora/jehlc_spicasta_kupa/1/1114
1115;Kojca;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1303;46,15376°N 13,92666°E;vrh, bivak;465877;88% (452. mesto);19;10;5;;https://www.hribi.net/gora/kojca/21/1115
1117;Nebeška gora;Slovenija;Posavsko hribovje in Dolenjska;958;46,08283°N 15,10665°E;vrh;428590;85% (566. mesto);2;4;3;3;https://www.hribi.net/gora/nebeska_gora/25/1117
1118;Kamnek;Slovenija;Karavanke;873;46,3726°N 14,31347°E;vrh;339669;77% (876. mesto);9;6;0;35;https://www.hribi.net/gora/kamnek/11/1118
1119;Mladi vrh;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1374;46,17344°N 14,16347°E;vrh;350840;78% (834. mesto);9;6;0;1;https://www.hribi.net/gora/mladi_vrh/21/1119
1120;Monte Capolago / Seekopf;Avstrija, Italija;Karnijske Alpe;2554;46,60654°N 12,86076°E;vrh;216232;65% (1328. mesto);5;1;0;;https://www.hribi.net/gora/monte_capolago___seekopf/27/1120
1121;Gubno (nad Kriško steno);Slovenija;Julijske Alpe;2403;46,41718°N 13,80836°E;vrh;378625;81% (730. mesto);4;3;0;1;https://www.hribi.net/gora/gubno_nad_krisko_steno/1/1121
1122;Monte Floriz;Italija;Karnijske Alpe;2184;46,58709°N 12,89691°E;vrh;150093;59% (1582. mesto);4;2;0;;https://www.hribi.net/gora/monte_floriz/27/1122
1123;Mali vrh;Avstrija, Slovenija;Karavanke;2017;46,44827°N 14,14018°E;vrh;358367;79% (809. mesto);2;1;0;3;https://www.hribi.net/gora/mali_vrh/11/1123
1124;Okroglež;Slovenija;Julijske Alpe;1965;46,3861°N 13,93119°E;vrh;368846;80% (764. mesto);7;3;1;14;https://www.hribi.net/gora/okroglez/1/1124
1125;Kokoš;Italija, Slovenija;Goriško, Notranjsko in Snežniško hribovje;670;45,64452°N 13,89993°E;vrh, koča;694114;97% (109. mesto);4;9;5;45;https://www.hribi.net/gora/kokos/26/1125
1126;Slap Beri;Slovenija;Julijske Alpe;454;46,18386°N 13,76497°E;slap;237707;67% (1246. mesto);0;1;0;;https://www.hribi.net/gora/slap_beri/1/1126
1128;Racna gora;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1140;45,7085°N 14,5292°E;vrh;360215;79% (802. mesto);2;2;2;;https://www.hribi.net/gora/racna_gora/26/1128
1129;Lovska koča Urška;Slovenija;Goriško, Notranjsko in Snežniško hribovje;908;45,71171°N 14,53618°E;Vremenska napoved:;146687;58% (1596. mesto);2;1;0;;https://www.hribi.net/gora/lovska_koca_urska/26/1129
1130;Križna gora;Slovenija;Goriško, Notranjsko in Snežniško hribovje;857;45,7419°N 14,45824°E;vrh, cerkev;490935;90% (380. mesto);5;3;3;4;https://www.hribi.net/gora/krizna_gora/26/1130
1131;Sveti Jošt nad Vranskim;Slovenija;Kamniško Savinjske Alpe;955;46,26107°N 14,90847°E;cerkev;239493;68% (1242. mesto);4;1;0;;https://www.hribi.net/gora/sveti_jost_nad_vranskim/3/1131
1132;Tolsti vrh (Dobrovlje);Slovenija;Kamniško Savinjske Alpe;1077;46,27319°N 14,92915°E;vrh;318991;75% (942. mesto);1;5;0;1;https://www.hribi.net/gora/tolsti_vrh_dobrovlje/3/1132
1133;Dom planincev Farbanca;Slovenija;Kamniško Savinjske Alpe;702;46,28437°N 14,93922°E;koča;223796;66% (1299. mesto);5;3;0;;https://www.hribi.net/gora/dom_planincev_farbanca/3/1133
1134;Ermanovec;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1026;46,10174°N 14,06293°E;vrh;525049;92% (302. mesto);6;11;3;4;https://www.hribi.net/gora/ermanovec/21/1134
1135;Kucelj;Slovenija;Posavsko hribovje in Dolenjska;748;45,99198°N 14,73884°E;vrh;405461;83% (644. mesto);4;4;5;5;https://www.hribi.net/gora/kucelj/25/1135
1136;Gradišče;Slovenija;Posavsko hribovje in Dolenjska;706;45,97754°N 14,74321°E;vrh;314402;75% (959. mesto);2;1;5;3;https://www.hribi.net/gora/gradisce/25/1136
1137;Obolno;Slovenija;Posavsko hribovje in Dolenjska;776;46,00147°N 14,77936°E;vrh;353924;78% (826. mesto);8;4;3;2;https://www.hribi.net/gora/obolno/25/1137
1138;Miklavška gora;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;955;46,21049°N 14,19133°E;vrh, cerkev;262603;70% (1154. mesto);8;2;0;;https://www.hribi.net/gora/miklavska_gora/21/1138
1139;Magdalenska gora;Slovenija;Posavsko hribovje in Dolenjska;504;45,97945°N 14,63506°E;vrh, cerkev;357039;79% (811. mesto);4;1;1;277;https://www.hribi.net/gora/magdalenska_gora/25/1139
1140;Pugled;Slovenija;Posavsko hribovje in Dolenjska;615;46,01052°N 14,63802°E;vrh;342866;77% (865. mesto);2;3;3;12;https://www.hribi.net/gora/pugled/25/1140
1141;Koča na Naravskih ledinah;Slovenija;Karavanke;1072;46,48644°N 14,93759°E;koča;309095;74% (987. mesto);8;8;1;1;https://www.hribi.net/gora/koca_na_naravskih_ledinah/11/1141
1142;Bezovec;Slovenija;Kamniško Savinjske Alpe;1326;46,40655°N 14,8405°E;vrh;173926;61% (1492. mesto);1;1;0;;https://www.hribi.net/gora/bezovec/3/1142
1143;Sveti Gregor na Dobravici;Slovenija;Goriško, Notranjsko in Snežniško hribovje;432;45,93894°N 14,5429°E;cerkev;160189;60% (1543. mesto);3;1;0;;https://www.hribi.net/gora/sveti_gregor_na_dobravici/26/1143
1144;Bele stene;Slovenija;Goriško, Notranjsko in Snežniško hribovje;863;45,67377°N 14,29605°E;Vremenska napoved:;222380;66% (1303. mesto);3;2;2;;https://www.hribi.net/gora/bele_stene/26/1144
1145;Dom v Dragi;Slovenija;Karavanke;689;46,39476°N 14,21804°E;koča;309345;74% (985. mesto);2;1;0;;https://www.hribi.net/gora/dom_v_dragi/11/1145
1146;Grad Kamen;Slovenija;Kamniško Savinjske Alpe;620;46,38178°N 14,21745°E;Vremenska napoved:;275675;71% (1103. mesto);7;0;0;;https://www.hribi.net/gora/grad_kamen/3/1146
1147;Sveti Peter nad Begunjami;Slovenija;Kamniško Savinjske Alpe;839;46,38291°N 14,19363°E;cerkev;467836;88% (446. mesto);8;5;0;2;https://www.hribi.net/gora/sveti_peter_nad_begunjami/3/1147
1148;Sankaška koča;Slovenija;Kamniško Savinjske Alpe;867;46,38512°N 14,18935°E;koča;454161;87% (485. mesto);4;4;0;8;https://www.hribi.net/gora/sankaska_koca/3/1148
1149;Smokuški vrh;Slovenija;Kamniško Savinjske Alpe;1122;46,39392°N 14,18661°E;vrh;507315;91% (339. mesto);3;8;0;2;https://www.hribi.net/gora/smokuski_vrh/3/1149
