gora_id;povezava_poti
52;https://www.hribi.net/izlet/dom_v_dragi_begunjscica_cez_preval-o/11/52/3983
52;https://www.hribi.net/izlet/ljubelj_begunjscica_cez_sentanski_plaz_snezni_pristop/11/52/37
52;https://www.hribi.net/izlet/tinckova_koca_begunjscica/11/52/2254
52;https://www.hribi.net/izlet/ljubelj_begunjscica_skozi_osrednjo_grapo_snezni_pristop/11/52/2071
52;https://www.hribi.net/izlet/ljubelj_begunjscica_skozi_y_snezni_pristop/11/52/2922
52;https://www.hribi.net/izlet/ljubelj_begunjscica_zeleniska_smer/11/52/4775
52;https://www.hribi.net/izlet/podljubelj_lajb_begunjscica/11/52/608
52;https://www.hribi.net/izlet/ljubelj_begunjscica_skozi_frelihov_zleb/11/52/4754
52;https://www.hribi.net/izlet/na_jezercih_begunjscica/11/52/3994
52;https://www.hribi.net/izlet/tinckova_koca_begunjscica_cez_poljsko_planino/11/52/3992
53;https://www.hribi.net/izlet/valvasorjev_dom_pod_stolom_stol_zirovniska_pot/11/53/139
53;https://www.hribi.net/izlet/valvasorjev_dom_pod_stolom_stol_zabreska_pot/11/53/75
53;https://www.hribi.net/izlet/trate___johannsenruhe_stol_plezalna_pot/11/53/2223
53;https://www.hribi.net/izlet/ljubelj_stol_zgornja_pot/11/53/140
53;https://www.hribi.net/izlet/ljubelj_stol_spodnja_pot/11/53/616
53;https://www.hribi.net/izlet/trate____johannsenruhe_stol_mimo_celovske_koce/11/53/1051
53;https://www.hribi.net/izlet/poljana_zavrsnica_stol_zirovniska_pot/11/53/3520
53;https://www.hribi.net/izlet/tinckova_koca_stol_cez_zagon/11/53/141
53;https://www.hribi.net/izlet/tinckova_koca_stol_cez_smusko_planino/11/53/1054
53;https://www.hribi.net/izlet/razpotje_vragovec_stol_cez_zabresko_planino/11/53/5632
53;https://www.hribi.net/izlet/dom_trilobit_stol_cez_rido_medji_dol/11/53/2311
53;https://www.hribi.net/izlet/podnar___bodenbauer_stol/11/53/1052
53;https://www.hribi.net/izlet/urbas_stol/11/53/2713
53;https://www.hribi.net/izlet/poljana_zavrsnica_stol_zabreska_pot/11/53/3521
53;https://www.hribi.net/izlet/vgriz___ogris_stol/11/53/1053
53;https://www.hribi.net/izlet/ljubelj_stol_mimo_vatelce_oz_sklede/11/53/4071
53;https://www.hribi.net/izlet/podnar___bodenbauer_stol_cez_melisce/11/53/4086
53;https://www.hribi.net/izlet/podnar___bodenbauer_stol_cez_karweg/11/53/4080
53;https://www.hribi.net/izlet/tinckova_koca_stol_mimo_lovske_koce_nad_doslovsko_planino/11/53/6282
53;https://www.hribi.net/izlet/razpotje_vragovec_stol_cez_doslovsko_planino_in_mimo_lovske_koce/11/53/5636
70;https://www.hribi.net/izlet/pod_zjabci_celo/1/70/4093
70;https://www.hribi.net/izlet/koca_pri_savici_celo_mimo_dvojnega_jezera/1/70/214
70;https://www.hribi.net/izlet/konec_ceste_na_vogar_celo_cez_prode/1/70/1086
70;https://www.hribi.net/izlet/planina_blato_celo_cez_stapce/1/70/4096
70;https://www.hribi.net/izlet/planina_blato_celo_cez_prode/1/70/4095
70;https://www.hribi.net/izlet/konec_ceste_na_vogar_celo_cez_stapce/1/70/4154
70;https://www.hribi.net/izlet/koca_pri_savici_celo_cez_komno/1/70/6188
71;https://www.hribi.net/izlet/vrancek_planina_korosica/11/71/21
71;https://www.hribi.net/izlet/koncentracijsko_taborisce_planina_korosica_lovska_pot/11/71/2636
71;https://www.hribi.net/izlet/ljubelj_planina_korosica_mimo_koce_na_ljubelju/11/71/6419
71;https://www.hribi.net/izlet/bucan_planina_korosica/11/71/6442
71;https://www.hribi.net/izlet/sele-zvrhnji_kot_male___zell-oberwinkel_male_planina_korosica_cez_hajnzevo_sedlo/11/71/6496
71;https://www.hribi.net/izlet/sele-zvrhnji_kot_male___zell-oberwinkel_male_planina_korosica_cez_dovjakovo_sedlo/11/71/6491
72;https://www.hribi.net/izlet/ljubelj_kosutica_mimo_koce_na_ljubelju/11/72/660
72;https://www.hribi.net/izlet/vrancek_kosutica_zahodna_pot/11/72/22
72;https://www.hribi.net/izlet/koncentracijsko_taborisce_kosutica_lovska_pot/11/72/2637
72;https://www.hribi.net/izlet/vrancek_kosutica_vzhodna_pot/11/72/1301
72;https://www.hribi.net/izlet/koncentracijsko_taborisce_kosutica_pot_gerharda_orascha/11/72/2782
72;https://www.hribi.net/izlet/bucan_kosutica/11/72/3238
