gora_id;pot_id;izhodisce;sirina_dolzina;cilj;ime_poti;cas_hoje;dolzina_km;zahtevnost;ferata;visinska_razlika_m;visinska_razlika_po_poti_m;zemljevid;oprema_poletje;oprema_zima;ogledi;stevilo_slik;stevilo_komentarjev;povezava
511;3067;Preval Strgarija (1217 m);45,97490°N 13,85140°E;Mali Golak (1495 m);;45 min;1,38 km;lahka označena pot;;278;278;Goriška 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;26544;32;5;https://www.hribi.net/izlet/preval_strgarija_mali_golak/26/511/3067
511;3065;Kozarnice (1068 m);45,96940°N 13,85820°E;Mali Golak (1495 m);;1 h 5 min;2,32 km;lahka označena pot;;427;427;Goriška 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;25025;43;2;https://www.hribi.net/izlet/kozarnice_mali_golak/26/511/3065
511;2845;Škrbina (1227 m);45,98630°N 13,88710°E;Mali Golak (1495 m);;2 h;4,10 km;lahka označena pot;;268;350;Goriška 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;16675;44;0;https://www.hribi.net/izlet/skrbina_mali_golak/26/511/2845
511;10428;Predmeja (Gorjanka) (887 m);45,94376°N 13,87631°E;Mali Golak (1495 m);;2 h 25 min;5,90 km;lahka označena pot;;608;645;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;2230;63;1;https://www.hribi.net/izlet/predmeja_gorjanka_mali_golak/26/511/10428
511;10424;Bevški vrh (1080 m);45,96137°N 13,84531°E;Mali Golak (1495 m);;1 h 35 min;3,56 km;lahka označena pot;;415;455;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;795;39;0;https://www.hribi.net/izlet/bevski_vrh_mali_golak/26/511/10424
512;872;Koča na Pesku (1386 m);46,46700°N 15,34410°E;Rogla (1517 m);peš pot;30 min;1,30 km;lahka označena pot;;131;131;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 30.401;30401;20;7;https://www.hribi.net/izlet/koca_na_pesku_rogla_pes_pot/4/512/872
512;870;Rogla (Hotel Planja) (1474 m);46,45310°N 15,33250°E;Rogla (1517 m);;15 min;1,16 km;lahka označena pot;;43;43;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 10.415;10415;19;0;https://www.hribi.net/izlet/rogla_hotel_planja_rogla/4/512/870
512;4986;Vitanje (462 m);46,38330°N 15,29710°E;Rogla (1517 m);;4 h;11,63 km;lahka označena pot;;1055;1055;Pohorje 1:50 000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;6566;61;0;https://www.hribi.net/izlet/vitanje_rogla/4/512/4986
512;6228;Mislinja (598 m);46,44190°N 15,19560°E;Rogla (1517 m);čez Tolsti Vrh;4 h 15 min;13,44 km;lahka označena pot;;919;1000;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 5.120;5120;81;0;https://www.hribi.net/izlet/mislinja_rogla_cez_tolsti_vrh/4/512/6228
512;6227;Mislinjski graben (Pestotnik) (846 m);46,46740°N 15,26940°E;Rogla (1517 m);čez Ostruščico;3 h;8,61 km;lahka neoznačena steza;;671;715;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 2.840;2840;73;0;https://www.hribi.net/izlet/mislinjski_graben_pestotnik_rogla_cez_ostruscico/4/512/6227
512;8136;Zreče (cerkev sv. Egidija) (395 m);46,37436°N 15,38926°E;Rogla (1517 m);čez Gorenje;3 h 50 min;12,83 km;lahka označena pot;;1122;1150;Pohorje 1:50000;Priporočena oprema (zima):;Avtor: zdejan;1970;75;0;https://www.hribi.net/izlet/zrece_cerkev_sv_egidija_rogla_cez_gorenje/4/512/8136
512;8366;Lovrenc na Pohorju (436 m);46,54195°N 15,38604°E;Rogla (1517 m);;4 h 30 min;12,50 km;lahka označena pot;;1081;1130;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1440;88;2;https://www.hribi.net/izlet/lovrenc_na_pohorju_rogla/4/512/8366
512;8386;Koča na Klopnem vrhu (1260 m);46,50180°N 15,39910°E;Rogla (1517 m);;2 h 45 min;8,44 km;lahka označena pot;;257;430;Pohorje 1:50.000;Priporočena oprema (zima): dereze;dereze;1190;58;0;https://www.hribi.net/izlet/koca_na_klopnem_vrhu_rogla/4/512/8386
512;8848;Ribniška koča (1507 m);46,49740°N 15,25550°E;Rogla (1517 m);;3 h 35 min;11,33 km;lahka označena pot;;10;390;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1150;77;0;https://www.hribi.net/izlet/ribniska_koca_rogla/4/512/8848
512;8846;Ribniška koča (1507 m);46,49740°N 15,25550°E;Rogla (1517 m);mimo Lovrenških jezer;3 h 45 min;11,55 km;lahka označena pot;;10;430;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1030;94;0;https://www.hribi.net/izlet/ribniska_koca_rogla_mimo_lovrenskih_jezer/4/512/8846
512;9914;Gorenje pri Zrečah (760 m);46,40266°N 15,39191°E;Rogla (1517 m);;2 h 35 min;8,40 km;lahka označena pot;;757;757;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;683;50;0;https://www.hribi.net/izlet/gorenje_pri_zrecah_rogla/4/512/9914
512;9345;Oplotnica (370 m);46,38692°N 15,44683°E;Rogla (1517 m);;4 h 20 min;12,41 km;lahka označena pot;;1147;1160;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;507;75;0;https://www.hribi.net/izlet/oplotnica_rogla/4/512/9345
513;871;Rogla (Hotel Planja) (1474 m);46,45310°N 15,33250°E;Koča na Pesku (1386 m);čez vrh Rogle;35 min;2,45 km;lahka označena pot;;;45;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 17.443;17443;35;6;https://www.hribi.net/izlet/rogla_hotel_planja_koca_na_pesku_cez_vrh_rogle/4/513/871
513;884;Ribniška koča (1507 m);46,49740°N 15,25550°E;Koča na Pesku (1386 m);mimo Lovrenških jezer;3 h 25 min;10,42 km;lahka označena pot;;;300;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;16536;76;2;https://www.hribi.net/izlet/ribniska_koca_koca_na_pesku_mimo_lovrenskih_jezer/4/513/884
513;8383;Koča na Klopnem vrhu (1260 m);46,50180°N 15,39910°E;Koča na Pesku (1386 m);;2 h 15 min;7,14 km;lahka označena pot;;126;300;Pohorje 1:50.000;Priporočena oprema (zima): dereze;dereze;2420;38;2;https://www.hribi.net/izlet/koca_na_klopnem_vrhu_koca_na_pesku/4/513/8383
513;8361;Lovrenc na Pohorju (436 m);46,54195°N 15,38604°E;Koča na Pesku (1386 m);;4 h;11,19 km;lahka označena pot;;950;995;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;885;68;0;https://www.hribi.net/izlet/lovrenc_na_pohorju_koca_na_pesku/4/513/8361
514;874;Rogla (Hotel Planja) (1474 m);46,45260°N 15,33100°E;Lovrenška jezera (1520 m);vzhodna pot;1 h 25 min;4,70 km;lahka označena pot;;46;150;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;155821;43;8;https://www.hribi.net/izlet/rogla_hotel_planja_lovrenska_jezera_vzhodna_pot/4/514/874
514;873;Koča na Pesku (1386 m);46,46700°N 15,34410°E;Lovrenška jezera (1520 m);;1 h 30 min;4,63 km;lahka označena pot;;134;200;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;75578;38;9;https://www.hribi.net/izlet/koca_na_pesku_lovrenska_jezera/4/514/873
514;883;Ribniška koča (1507 m);46,49740°N 15,25550°E;Lovrenška jezera (1520 m);;2 h 5 min;6,48 km;lahka označena pot;;13;300;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;45556;56;2;https://www.hribi.net/izlet/ribniska_koca_lovrenska_jezera/4/514/883
514;4912;Lovrenc na Pohorju (493 m);46,53480°N 15,37920°E;Lovrenška jezera (1520 m);;3 h 35 min;10,42 km;lahka označena pot;;1027;1050;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;21228;33;4;https://www.hribi.net/izlet/lovrenc_na_pohorju_lovrenska_jezera/4/514/4912
514;8840;Rogla (Hotel Planja) (1474 m);46,45260°N 15,33100°E;Lovrenška jezera (1520 m);zahodna pot;1 h 30 min;4,99 km;lahka označena pot;;46;150;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;7100;44;1;https://www.hribi.net/izlet/rogla_hotel_planja_lovrenska_jezera_zahodna_pot/4/514/8840
515;876;Rogla (Hotel Planja) (1474 m);46,45260°N 15,33100°E;Jezerski vrh (1537 m);mimo Lovrenških jezer;3 h 15 min;9,73 km;lahka označena pot;;63;415;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;10719;80;2;https://www.hribi.net/izlet/rogla_hotel_planja_jezerski_vrh_mimo_lovrenskih_jezer/4/515/876
515;880;Ribniška koča (1507 m);46,49740°N 15,25550°E;Jezerski vrh (1537 m);;15 min;0,80 km;lahka označena pot;;30;50;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;8471;13;2;https://www.hribi.net/izlet/ribniska_koca_jezerski_vrh/4/515/880
515;875;Koča na Pesku (1386 m);46,46700°N 15,34410°E;Jezerski vrh (1537 m);mimo Lovrenških jezer;3 h 20 min;9,66 km;lahka označena pot;;151;450;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;6877;75;0;https://www.hribi.net/izlet/koca_na_pesku_jezerski_vrh_mimo_lovrenskih_jezer/4/515/875
515;8842;Rogla (Hotel Planja) (1474 m);46,45260°N 15,33100°E;Jezerski vrh (1537 m);;3 h 5 min;9,51 km;lahka označena pot;;63;385;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;457;62;0;https://www.hribi.net/izlet/rogla_hotel_planja_jezerski_vrh/4/515/8842
515;8851;Lovrenc na Pohorju (pokopališče) (493 m);46,53480°N 15,37958°E;Jezerski vrh (1537 m);;4 h 20 min;12,72 km;lahka označena pot;;1044;1245;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;233;67;0;https://www.hribi.net/izlet/lovrenc_na_pohorju_pokopalisce_jezerski_vrh/4/515/8851
516;879;Ribniška koča (1507 m);46,49740°N 15,25550°E;Ribniško jezero (1490 m);;20 min;1,22 km;lahka označena pot;;;50;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 21.172;21172;24;5;https://www.hribi.net/izlet/ribniska_koca_ribnisko_jezero/4/516/879
516;878;Rogla (Hotel Planja) (1474 m);46,45260°N 15,33100°E;Ribniško jezero (1490 m);mimo Lovrenških jezer;3 h 10 min;9,58 km;lahka označena pot;;16;400;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;10008;85;1;https://www.hribi.net/izlet/rogla_hotel_planja_ribnisko_jezero_mimo_lovrenskih_jezer/4/516/878
516;877;Koča na Pesku (1386 m);46,46700°N 15,34410°E;Ribniško jezero (1490 m);mimo Lovrenških jezer;3 h 15 min;9,70 km;lahka označena pot;;104;400;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;6562;80;0;https://www.hribi.net/izlet/koca_na_pesku_ribnisko_jezero_mimo_lovrenskih_jezer/4/516/877
516;8841;Rogla (Hotel Planja) (1474 m);46,45260°N 15,33100°E;Ribniško jezero (1490 m);;3 h;9,57 km;lahka označena pot;;16;370;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;527;67;0;https://www.hribi.net/izlet/rogla_hotel_planja_ribnisko_jezero/4/516/8841
516;8852;Lovrenc na Pohorju (pokopališče) (493 m);46,53480°N 15,37958°E;Ribniško jezero (1490 m);;4 h 15 min;12,77 km;lahka neoznačena steza;;997;1200;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;244;72;0;https://www.hribi.net/izlet/lovrenc_na_pohorju_pokopalisce_ribnisko_jezero/4/516/8852
517;889;Grmovškov dom (1371 m);46,50240°N 15,21030°E;Ribniška koča (1507 m);;1 h 40 min;4,98 km;lahka označena pot;;136;230;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;56173;31;17;https://www.hribi.net/izlet/grmovskov_dom_ribniska_koca/4/517/889
517;893;Ribnica na Pohorju (714 m);46,53320°N 15,26690°E;Ribniška koča (1507 m);;2 h 10 min;5,71 km;lahka označena pot;;793;793;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 25.970;25970;19;12;https://www.hribi.net/izlet/ribnica_na_pohorju_ribniska_koca/4/517/893
517;882;Rogla (Hotel Planja) (1474 m);46,45260°N 15,33100°E;Ribniška koča (1507 m);mimo Lovrenških jezer;3 h 30 min;10,57 km;lahka označena pot;;33;440;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;24526;88;5;https://www.hribi.net/izlet/rogla_hotel_planja_ribniska_koca_mimo_lovrenskih_jezer/4/517/882
517;881;Koča na Pesku (1386 m);46,46700°N 15,34410°E;Ribniška koča (1507 m);mimo Lovrenških jezer;3 h 35 min;10,50 km;lahka označena pot;;121;500;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;22795;83;12;https://www.hribi.net/izlet/koca_na_pesku_ribniska_koca_mimo_lovrenskih_jezer/4/517/881
517;894;Ribnica na Pohorju (714 m);46,53320°N 15,26690°E;Ribniška koča (1507 m);po cesti;2 h 50 min;9,53 km;lahka označena pot;;793;800;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 10.710;10710;18;1;https://www.hribi.net/izlet/ribnica_na_pohorju_ribniska_koca_po_cesti/4/517/894
517;8843;Rogla (Hotel Planja) (1474 m);46,45260°N 15,33100°E;Ribniška koča (1507 m);;3 h 20 min;10,34 km;lahka označena pot;;33;410;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1140;70;0;https://www.hribi.net/izlet/rogla_hotel_planja_ribniska_koca/4/517/8843
517;9922;Mislinja (630 m);46,44837°N 15,19460°E;Ribniška koča (1507 m);;3 h;9,51 km;lahka označena pot;;877;915;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;727;55;0;https://www.hribi.net/izlet/mislinja_ribniska_koca/4/517/9922
517;8850;Lovrenc na Pohorju (pokopališče) (493 m);46,53480°N 15,37958°E;Ribniška koča (1507 m);;4 h 35 min;13,56 km;lahka neoznačena steza;;1014;1265;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;463;75;0;https://www.hribi.net/izlet/lovrenc_na_pohorju_pokopalisce_ribniska_koca/4/517/8850
518;885;Ribniška koča (1507 m);46,49740°N 15,25550°E;Mali Črni vrh (1533 m);;5 min;0,23 km;lahka označena pot;;26;26;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 5.060;5060;10;0;https://www.hribi.net/izlet/ribniska_koca_mali_crni_vrh/4/518/885
518;8844;Grmovškov dom pod Veliko Kopo (1371 m);46,50240°N 15,21030°E;Mali Črni vrh (1533 m);;1 h 35 min;4,73 km;lahka označena pot;;162;230;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;605;25;0;https://www.hribi.net/izlet/grmovskov_dom_pod_veliko_kopo_mali_crni_vrh/4/518/8844
518;9923;Mislinja (630 m);46,44837°N 15,19460°E;Mali Črni vrh (1533 m);;2 h 55 min;9,26 km;lahka označena pot;;903;915;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;174;49;0;https://www.hribi.net/izlet/mislinja_mali_crni_vrh/4/518/9923
519;1336;Mislinja (630 m);46,44837°N 15,19460°E;Črni vrh (1543 m);;2 h 30 min;7,15 km;lahka označena pot;;913;913;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;34745;49;6;https://www.hribi.net/izlet/mislinja_crni_vrh/4/519/1336
519;886;Ribniška koča (1507 m);46,49740°N 15,25550°E;Črni vrh (1543 m);;40 min;2,28 km;lahka označena pot;;36;100;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;25792;25;8;https://www.hribi.net/izlet/ribniska_koca_crni_vrh/4/519/886
519;890;Grmovškov dom pod Veliko Kopo (1371 m);46,50240°N 15,21030°E;Črni vrh (1543 m);;1 h;2,91 km;lahka označena pot;;172;185;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;20439;22;0;https://www.hribi.net/izlet/grmovskov_dom_pod_veliko_kopo_crni_vrh/4/519/890
519;3095;Dovže (522 m);46,45260°N 15,15450°E;Črni vrh (1543 m);;3 h 45 min;10,95 km;lahka označena pot;;1021;1050;Pohorje 1:50.000;Priporočena oprema (zima): dereze;dereze;8239;57;0;https://www.hribi.net/izlet/dovze_crni_vrh/4/519/3095
520;887;Ribniška koča (1507 m);46,49740°N 15,25550°E;Grmovškov dom pod Veliko Kopo (1371 m);;1 h 30 min;4,87 km;lahka označena pot;;;100;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 26.345;26345;38;11;https://www.hribi.net/izlet/ribniska_koca_grmovskov_dom_pod_veliko_kopo/4/520/887
520;3091;Dovže (522 m);46,45260°N 15,15450°E;Grmovškov dom pod Veliko Kopo (1371 m);;2 h 45 min;8,06 km;lahka označena pot;;849;855;Pohorje 1:50.000;Priporočena oprema (zima): dereze;dereze;8783;50;0;https://www.hribi.net/izlet/dovze_grmovskov_dom_pod_veliko_kopo/4/520/3091
520;10460;Partizanski dom Kope (1445 m);46,51376°N 15,18291°E;Grmovškov dom pod Veliko Kopo (1371 m);;50 min;3,01 km;lahka označena pot;;;100;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;534;24;2;https://www.hribi.net/izlet/partizanski_dom_kope_grmovskov_dom_pod_veliko_kopo/4/520/10460
520;9921;Mislinja (630 m);46,44837°N 15,19460°E;Grmovškov dom pod Veliko Kopo (1371 m);;3 h 15 min;9,78 km;lahka označena pot;;741;850;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;445;61;0;https://www.hribi.net/izlet/mislinja_grmovskov_dom_pod_veliko_kopo/4/520/9921
520;10469;Koča Planinc (1010 m);46,53145°N 15,17214°E;Grmovškov dom pod Veliko Kopo (1371 m);;2 h 10 min;5,79 km;lahka označena pot;;361;510;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;240;48;0;https://www.hribi.net/izlet/koca_planinc_grmovskov_dom_pod_veliko_kopo/4/520/10469
520;10465;Brneško sedlo (1008 m);46,52022°N 15,15381°E;Grmovškov dom pod Veliko Kopo (1371 m);;2 h 10 min;5,66 km;lahka označena pot;;363;515;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;183;41;0;https://www.hribi.net/izlet/brnesko_sedlo_grmovskov_dom_pod_veliko_kopo/4/520/10465
521;888;Grmovškov dom (1371 m);46,50240°N 15,21030°E;Velika Kopa (1542 m);;30 min;1,25 km;lahka označena pot;;171;171;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 19.288;19288;22;1;https://www.hribi.net/izlet/grmovskov_dom_velika_kopa/4/521/888
521;3092;Dovže (522 m);46,45260°N 15,15450°E;Velika Kopa (1542 m);;3 h 15 min;9,31 km;lahka označena pot;;1020;1025;Pohorje 1:50.000;Priporočena oprema (zima): dereze;dereze;9517;70;0;https://www.hribi.net/izlet/dovze_velika_kopa/4/521/3092
521;3094;Brda (551 m);46,46945°N 15,14009°E;Velika Kopa (1542 m);;3 h;8,07 km;lahka neoznačena steza;;991;991;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;5815;66;0;https://www.hribi.net/izlet/brda_velika_kopa/4/521/3094
521;10468;Koča Planinc (1010 m);46,53145°N 15,17214°E;Velika Kopa (1542 m);;1 h 50 min;4,55 km;lahka označena pot;;532;555;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;366;39;0;https://www.hribi.net/izlet/koca_planinc_velika_kopa/4/521/10468
521;10464;Brneško sedlo (1008 m);46,52022°N 15,15381°E;Velika Kopa (1542 m);;1 h 50 min;4,41 km;lahka označena pot;;534;550;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;255;32;0;https://www.hribi.net/izlet/brnesko_sedlo_velika_kopa/4/521/10464
521;10459;Partizanski dom Kope (1445 m);46,51376°N 15,18291°E;Velika Kopa (1542 m);;30 min;1,78 km;lahka označena pot;;97;110;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;234;15;0;https://www.hribi.net/izlet/partizanski_dom_kope_velika_kopa/4/521/10459
521;10456;Vuhred (332 m);46,59480°N 15,22840°E;Velika Kopa (1542 m);;5 h 5 min;15,06 km;lahka označena pot;;1210;1380;Pohorje - izletniška karta 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;160;72;0;https://www.hribi.net/izlet/vuhred_velika_kopa/4/521/10456
522;891;Ribnica na Pohorju (714 m);46,53320°N 15,26690°E;Koča na Pesniku (1101 m);;1 h 5 min;2,83 km;lahka označena pot;;387;387;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 8.390;8390;12;2;https://www.hribi.net/izlet/ribnica_na_pohorju_koca_na_pesniku/4/522/891
522;892;Ribnica na Pohorju (714 m);46,53320°N 15,26690°E;Koča na Pesniku (1101 m);po cesti;1 h 25 min;5,55 km;lahka označena pot;;387;387;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 5.625;5625;11;0;https://www.hribi.net/izlet/ribnica_na_pohorju_koca_na_pesniku_po_cesti/4/522/892
523;895;Kupljenik (642 m);46,33820°N 14,07850°E;Babji zob (1128 m);;1 h 30 min;2,81 km;lahka označena pot;;486;515;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;102306;43;36;https://www.hribi.net/izlet/kupljenik_babji_zob/21/523/895
523;5330;Selski most (427 m);46,34590°N 14,10260°E;Babji zob (1128 m);čez Kupljenik;2 h 40 min;5,66 km;lahka označena pot;;701;745;Karavanke - osrednji del - 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;9380;87;2;https://www.hribi.net/izlet/selski_most_babji_zob_cez_kupljenik/21/523/5330
523;3901;Gozdarska koča Rovtarica (1089 m);46,28500°N 14,09110°E;Babji zob (1128 m);skozi Gladko dolino;2 h 45 min;7,61 km;lahka neoznačena steza;;39;250;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;8250;49;0;https://www.hribi.net/izlet/gozdarska_koca_rovtarica_babji_zob_skozi_gladko_dolino/21/523/3901
523;3905;Gozdarska koča Rovtarica (1089 m);46,28500°N 14,09110°E;Babji zob (1128 m);čez Žontarico;3 h;8,47 km;lahka neoznačena steza;;39;275;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;5119;51;0;https://www.hribi.net/izlet/gozdarska_koca_rovtarica_babji_zob_cez_zontarico/21/523/3905
523;5320;Selski most (427 m);46,34590°N 14,10260°E;Babji zob (1128 m);;2 h 30 min;5,39 km;lahka neoznačena steza;;701;775;Karavanke - osrednji del - 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;4574;74;1;https://www.hribi.net/izlet/selski_most_babji_zob/21/523/5320
524;896;Kupljenik (642 m);46,33820°N 14,07850°E;Danejeva planina (1090 m);;1 h 20 min;2,90 km;lahka neoznačena steza;;448;480;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;5916;42;0;https://www.hribi.net/izlet/kupljenik_danejeva_planina/21/524/896
524;5327;Selski most (427 m);46,34590°N 14,10260°E;Danejeva planina (1090 m);;1 h 40 min;3,87 km;lahka neoznačena steza;;663;700;Karavanke - osrednji del - 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;743;45;0;https://www.hribi.net/izlet/selski_most_danejeva_planina/21/524/5327
525;897;Smrečje (854 m);46,39930°N 14,46900°E;Lovska koča Stanič (1280 m);po cesti;1 h 30 min;;lahka označena pot;;426;426;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 5.776;5776;7;0;https://www.hribi.net/izlet/smrecje_lovska_koca_stanic_po_cesti/11/525/897
526;898;Smrečje (854 m);46,39930°N 14,46900°E;Pečovnik (1640 m);po cesti;2 h 35 min;;lahka neoznačena steza;;786;786;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;5953;17;1;https://www.hribi.net/izlet/smrecje_pecovnik_po_cesti/11/526/898
526;5736;Jezerski vrh (1218 m);46,41880°N 14,52680°E;Pečovnik (1640 m);;2 h 35 min;;lahka neoznačena steza;;422;600;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;2960;59;0;https://www.hribi.net/izlet/jezerski_vrh_pecovnik/11/526/5736
527;3671;Podpeč (292 m);45,97266°N 14,42303°E;Sveta Ana (484 m);;30 min;1,03 km;lahka označena pot;;192;192;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 48.672;48672;22;0;https://www.hribi.net/izlet/podpec_sveta_ana/26/527/3671
527;1307;Jezero (290 m);45,97116°N 14,43430°E;Sveta Ana (484 m);;35 min;1,38 km;lahka označena pot;;194;195;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 26.993;26993;8;0;https://www.hribi.net/izlet/jezero_sveta_ana/26/527/1307
527;900;Preserje (400 m);45,96130°N 14,42050°E;Sveta Ana (484 m);;20 min;1,02 km;lahka označena pot;;84;84;Ljubljana-Okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 23.576;23576;15;2;https://www.hribi.net/izlet/preserje_sveta_ana/26/527/900
528;903;Povlje (710 m);46,32960°N 14,37680°E;Krničarjeva koča na Planini Javornik (1390 m);;2 h;;lahka označena pot;;680;680;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 14.508;14508;29;6;https://www.hribi.net/izlet/povlje_krnicarjeva_koca_na_planini_javornik/3/528/903
528;996;Laško (757 m);46,32560°N 14,39690°E;Krničarjeva koča na Planini Javornik (1390 m);;2 h 45 min;;lahka označena pot;;633;700;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;7374;21;0;https://www.hribi.net/izlet/lasko_krnicarjeva_koca_na_planini_javornik/3/528/996
528;904;Povlje (710 m);46,32960°N 14,37680°E;Krničarjeva koča na Planini Javornik (1390 m);Dolenčeva pot čez Veliko Poljano;2 h 15 min;;lahka označena pot;;680;740;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;7340;25;0;https://www.hribi.net/izlet/povlje_krnicarjeva_koca_na_planini_javornik_dolenceva_pot_cez_veliko_poljano/3/528/904
528;8209;Dom pod Storžičem (1123 m);46,35860°N 14,39060°E;Krničarjeva koča na Planini Javornik (1390 m);;1 h 45 min;;lahka označena pot;;267;360;Karavanke - osrednji del 1:50.000;čelada;čelada, cepin, dereze;1780;36;0;https://www.hribi.net/izlet/dom_pod_storzicem_krnicarjeva_koca_na_planini_javornik/3/528/8209
528;5978;Zalog (600 m);46,32810°N 14,36300°E;Krničarjeva koča na Planini Javornik (1390 m);;2 h 35 min;;lahka označena pot;;790;850;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1100;31;0;https://www.hribi.net/izlet/zalog_krnicarjeva_koca_na_planini_javornik/3/528/5978
