gora_id;pot_id;izhodisce;sirina_dolzina;cilj;ime_poti;cas_hoje;dolzina_km;zahtevnost;ferata;visinska_razlika_m;visinska_razlika_po_poti_m;zemljevid;oprema_poletje;oprema_zima;ogledi;stevilo_slik;stevilo_komentarjev;povezava
3141;7465;Dolina Avpe / Val Aupa (720 m);46,47643°N 13,18512°E;Creta Grauzaria (2065 m);via normale;4 h 20 min;;zelo zahtevna označena pot;;1345;1365;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: Pi_is_exactly_3;3294;152;5;https://www.hribi.net/izlet/dolina_avpe___val_aupa_creta_grauzaria_via_normale/27/3141/7465
3142;7463;Klösterle (1000 m);46,73030°N 13,91430°E;Osojščica / Gerlitzen (1909 m);;2 h 50 min;;lahka označena pot;;909;915;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;3390;63;0;https://www.hribi.net/izlet/klosterle_osojscica___gerlitzen/29/3142/7463
3142;7468;Klösterle (1000 m);46,73030°N 13,91430°E;Osojščica / Gerlitzen (1909 m);skozi Stifterboden;3 h;;lahka označena pot;;909;935;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;900;72;0;https://www.hribi.net/izlet/klosterle_osojscica___gerlitzen_skozi_stifterboden/29/3142/7468
3143;7464;Klösterle (1000 m);46,73030°N 13,91430°E;Huaba Hittn (1605 m);;1 h 40 min;;lahka označena pot;;605;605;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;337;42;0;https://www.hribi.net/izlet/klosterle_huaba_hittn/29/3143/7464
3144;7466;Klösterle (1000 m);46,73030°N 13,91430°E;Neugarten Almseehütte (1620 m);;1 h 50 min;;lahka označena pot;;620;635;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;389;50;0;https://www.hribi.net/izlet/klosterle_neugarten_almseehutte/29/3144/7466
3145;7467;Klösterle (1000 m);46,73030°N 13,91430°E;Stifterboden (1665 m);;2 h 20 min;;lahka označena pot;;665;690;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;237;59;0;https://www.hribi.net/izlet/klosterle_stifterboden/29/3145/7467
3148;7479;Cellino di Sopra (602 m);46,23767°N 12,45899°E;Col Nudo (2471 m);;6 h 30 min;;zelo zahtevna označena pot;;1869;1869;Tabacco št. 12, 1:25.000,;čelada;čelada, cepin, dereze;1090;45;0;https://www.hribi.net/izlet/cellino_di_sopra_col_nudo/27/3148/7479
3149;7480;Spodnja Lipnica (Kolnica) (491 m);46,32060°N 14,16290°E;Suharna (952 m);čez Vrtačo;1 h 10 min;;lahka označena pot;;461;461;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;4300;15;0;https://www.hribi.net/izlet/spodnja_lipnica_kolnica_suharna_cez_vrtaco/21/3149/7480
3150;7483;Gobovce (381 m);46,29510°N 14,26160°E;V Boštkú (466 m);;30 min;;lahka neoznačena steza;;85;95;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 609;609;27;0;https://www.hribi.net/izlet/gobovce_v_bostku/3/3150/7483
3150;7482;Podbrezje (Dolenja vas) (440 m);46,29010°N 14,27980°E;V Boštkú (466 m);;15 min;;lahka neoznačena steza;;26;40;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 568;568;20;0;https://www.hribi.net/izlet/podbrezje_dolenja_vas_v_bostku/3/3150/7482
3151;7484;Rateče (Ledine) (853 m);46,49137°N 13,72205°E;Planinsko zavetišče Slatna (1023 m);;40 min;;lahka neoznačena steza;;170;170;Kranjska Gora 1:30.000;Priporočena oprema (zima):;Ogledov: 1.810;1810;10;3;https://www.hribi.net/izlet/ratece_ledine_planinsko_zavetisce_slatna/1/3151/7484
3152;7489;Kokra (počivališče Kokra-sotočje) (520 m);46,30360°N 14,47800°E;Zapečnikova planina (840 m);;1 h;;lahka neoznačena steza;;320;320;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1400;17;0;https://www.hribi.net/izlet/kokra_pocivalisce_kokra-sotocje_zapecnikova_planina/3/3152/7489
3152;7487;Možjanca (689 m);46,29450°N 14,45070°E;Zapečnikova planina (840 m);;1 h 15 min;;lahka neoznačena steza;;151;185;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;827;26;0;https://www.hribi.net/izlet/mozjanca_zapecnikova_planina/3/3152/7487
3153;7493;Seichenbrunn (1668 m);46,91536°N 12,77544°E;Gartlsee (2571 m);;3 h;;lahka označena pot;;903;930;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;529;61;0;https://www.hribi.net/izlet/seichenbrunn_gartlsee/57/3153/7493
3153;7760;Leibnitzbachbrücke (1656 m);46,91503°N 12,66483°E;Gartlsee (2571 m);;3 h;;delno zahtevna označena pot;;915;950;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;273;59;0;https://www.hribi.net/izlet/leibnitzbachbrucke_gartlsee/57/3153/7760
3154;7494;Zbelovo (podvoz pod železnico) (264 m);46,29580°N 15,53250°E;Ljubična gora (533 m);čez Marijine stopinje;45 min;2,06 km;lahka označena pot;;269;269;Priporočena oprema (poletje):;Priporočena oprema (zima): dereze;dereze;2050;20;0;https://www.hribi.net/izlet/zbelovo_podvoz_pod_zeleznico_ljubicna_gora_cez_marijine_stopinje/11/3154/7494
3154;7495;Zbelovo (podvoz pod železnico) (264 m);46,29580°N 15,53250°E;Ljubična gora (533 m);;45 min;1,89 km;lahka označena pot;;269;269;Priporočena oprema (poletje):;Priporočena oprema (zima): dereze;dereze;1170;20;0;https://www.hribi.net/izlet/zbelovo_podvoz_pod_zeleznico_ljubicna_gora/11/3154/7495
3154;9653;Zgornje Poljčane (276 m);46,30395°N 15,58223°E;Ljubična gora (533 m);;1 h 15 min;4,24 km;lahka označena pot;;257;280;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;356;23;0;https://www.hribi.net/izlet/zgornje_poljcane_ljubicna_gora/11/3154/9653
3154;9656;Lovnik (348 m);46,27734°N 15,55820°E;Ljubična gora (533 m);;45 min;2,24 km;lahka označena pot;;185;200;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 284;284;22;0;https://www.hribi.net/izlet/lovnik_ljubicna_gora/11/3154/9656
3154;10964;Zgornje Poljčane (276 m);46,30395°N 15,58223°E;Ljubična gora (533 m);po Jakobovi poti;1 h 15 min;4,43 km;lahka označena pot;;257;305;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;108;27;0;https://www.hribi.net/izlet/zgornje_poljcane_ljubicna_gora_po_jakobovi_poti/11/3154/10964
3155;7497;Oplotnica (371 m);46,38710°N 15,44580°E;Brinjeva gora (nad Zrečami) (616 m);po gozdni poti;1 h 30 min;4,06 km;lahka označena pot;;245;245;Priporočena oprema (poletje):;Priporočena oprema (zima): dereze;dereze;4140;36;0;https://www.hribi.net/izlet/oplotnica_brinjeva_gora_nad_zrecami_po_gozdni_poti/4/3155/7497
3155;7496;Oplotnica (371 m);46,38710°N 15,44580°E;Brinjeva gora (nad Zrečami) (616 m);nad kamnolomom;1 h 30 min;4,74 km;lahka označena pot;;245;245;Priporočena oprema (poletje):;Priporočena oprema (zima): dereze;dereze;3921;35;0;https://www.hribi.net/izlet/oplotnica_brinjeva_gora_nad_zrecami_nad_kamnolomom/4/3155/7496
3155;8815;Zreče (Terme Zreče) (395 m);46,37066°N 15,39006°E;Brinjeva gora (nad Zrečami) (616 m);po PP1;45 min;2,97 km;lahka označena pot;;221;240;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;2740;35;0;https://www.hribi.net/izlet/zrece_terme_zrece_brinjeva_gora_nad_zrecami_po_pp1/4/3155/8815
3155;8818;Zreče (Terme Zreče) (395 m);46,37066°N 15,39006°E;Brinjeva gora (nad Zrečami) (616 m);čez Goliko;1 h;3,42 km;lahka označena pot;;221;250;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1310;44;0;https://www.hribi.net/izlet/zrece_terme_zrece_brinjeva_gora_nad_zrecami_cez_goliko/4/3155/8818
3155;8816;Zreče (Terme Zreče) (395 m);46,37066°N 15,39006°E;Brinjeva gora (nad Zrečami) (616 m);mimo kmetije Pudgrošek;50 min;3,03 km;lahka označena pot;;221;240;Pohorje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;900;36;0;https://www.hribi.net/izlet/zrece_terme_zrece_brinjeva_gora_nad_zrecami_mimo_kmetije_pudgrosek/4/3155/8816
3157;7509;Dolina Avpe / Val Aupa (720 m);46,47643°N 13,18512°E;Sernio (2187 m);via normale;4 h 30 min;;zahtevna označena pot;;1467;1600;Tabacco 018;čelada;čelada, cepin, dereze;2900;143;0;https://www.hribi.net/izlet/dolina_avpe___val_aupa_sernio_via_normale/27/3157/7509
3157;7617;Dolina Avpe / Val Aupa (720 m);46,47643°N 13,18512°E;Sernio (2187 m);via normale - bližnjica;4 h 30 min;;zahtevna označena pot, delno zahtevna neoznačena pot;;1467;1565;Tabacco 018;čelada;čelada, cepin, dereze;1080;156;0;https://www.hribi.net/izlet/dolina_avpe___val_aupa_sernio_via_normale_-_bliznjica/27/3157/7617
3158;7510;Konoba Mala Kapja (139 m);16,87470°N 42,94530°E;Kom (508 m);;1 h;;lahka označena pot;;369;370;Korčula - Zapad 1:25000, Korčula - Iztok 1:25000;Priporočena oprema (zima):;Avtor: Snowleopard71;2370;6;2;https://www.hribi.net/izlet/konoba_mala_kapja_kom/63/3158/7510
3159;7514;Begunje (PGD Begunje) (573 m);46,37510°N 14,19820°E;Pleče (1131 m);Petrova pot;1 h 45 min;;lahka neoznačena steza;;558;580;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1400;63;1;https://www.hribi.net/izlet/begunje_pgd_begunje_plece_petrova_pot/3/3159/7514
3159;7558;Begunje (Krpin) (585 m);46,38210°N 14,20300°E;Pleče (1131 m);skozi sotesko Blatnice;1 h 45 min;;lahka neoznačena steza;;546;560;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1200;40;0;https://www.hribi.net/izlet/begunje_krpin_plece_skozi_sotesko_blatnice/3/3159/7558
3159;7567;Završnica (Pri žagi) (890 m);46,41080°N 14,19150°E;Pleče (1131 m);;1 h 5 min;;lahka neoznačena steza;;241;260;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): dereze;dereze;604;31;0;https://www.hribi.net/izlet/zavrsnica_pri_zagi_plece/3/3159/7567
3159;7513;Begunje (Krpin) (585 m);46,38210°N 14,20300°E;Pleče (1131 m);ob smučišču in mimo Sankaške koče;1 h 45 min;;lahka neoznačena steza;;546;565;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 571;571;59;0;https://www.hribi.net/izlet/begunje_krpin_plece_ob_smuciscu_in_mimo_sankaske_koce/3/3159/7513
3159;7515;Begunje (Krpin) (585 m);46,38210°N 14,20300°E;Pleče (1131 m);po cesti;1 h 40 min;;lahka neoznačena steza;;546;550;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 538;538;35;0;https://www.hribi.net/izlet/begunje_krpin_plece_po_cesti/3/3159/7515
3159;7512;Rodine (544 m);46,38250°N 14,17480°E;Pleče (1131 m);mimo Sankaške koče;1 h 50 min;;lahka neoznačena steza;;587;600;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): dereze;dereze;514;56;0;https://www.hribi.net/izlet/rodine_plece_mimo_sankaske_koce/3/3159/7512
3160;7517;Poden / Bodental (1055 m);46,47910°N 14,23250°E;Veliki Rob / Großer Rain (1464 m);;1 h 50 min;;lahka neoznačena steza;;409;409;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;534;37;0;https://www.hribi.net/izlet/poden___bodental_veliki_rob___grosser_rain/11/3160/7517
3160;7521;Poden / Bodental (1055 m);46,47910°N 14,23250°E;Veliki Rob / Großer Rain (1464 m);čez Veronjak / Hausberg;2 h 10 min;;lahka neoznačena steza;;409;460;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;316;62;0;https://www.hribi.net/izlet/poden___bodental_veliki_rob___grosser_rain_cez_veronjak___hausberg/11/3160/7521
3160;7529;Slovenji Plajberk / Windisch Bleiberg (948 m);46,49020°N 14,23930°E;Veliki Rob / Großer Rain (1464 m);;2 h 10 min;;lahka neoznačena steza;;516;545;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;206;47;0;https://www.hribi.net/izlet/slovenji_plajberk___windisch_bleiberg_veliki_rob___grosser_rain/11/3160/7529
3160;7530;Slovenji Plajberk / Windisch Bleiberg (948 m);46,49020°N 14,23930°E;Veliki Rob / Großer Rain (1464 m);čez Veronjak / Hausberg;2 h 15 min;;lahka neoznačena steza;;516;565;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;175;63;0;https://www.hribi.net/izlet/slovenji_plajberk___windisch_bleiberg_veliki_rob___grosser_rain_cez_veronjak___hausberg/11/3160/7530
3161;7518;Poden / Bodental (1055 m);46,47910°N 14,23250°E;Veronjak / Hausberg (1348 m);;1 h 20 min;;lahka neoznačena steza;;293;320;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;723;44;0;https://www.hribi.net/izlet/poden___bodental_veronjak___hausberg/11/3161/7518
3161;7531;Slovenji Plajberk / Windisch Bleiberg (948 m);46,49020°N 14,23930°E;Veronjak / Hausberg (1348 m);čez Veronjak / Hausberg;1 h 25 min;;lahka neoznačena steza;;400;410;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;255;45;0;https://www.hribi.net/izlet/slovenji_plajberk___windisch_bleiberg_veronjak___hausberg_cez_veronjak___hausberg/11/3161/7531
3162;7519;Passo di Giau (2233 m);46,48250°N 12,05380°E;Monte Gusella (2595 m);;1 h 30 min;;delno zahtevna neoznačena pot, zelo zahtevna označena pot;A;362;450;Tabacco 03 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;1870;55;0;https://www.hribi.net/izlet/passo_di_giau_monte_gusella/39/3162/7519
3173;7540;Puštal (Na Dobravi) (355 m);46,15700°N 14,31270°E;Sveti Andrej (nad Zmincem) (617 m);;1 h 15 min;3,04 km;lahka označena pot;;262;270;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;4861;25;0;https://www.hribi.net/izlet/pustal_na_dobravi_sveti_andrej_nad_zmincem/5/3173/7540
3173;7542;Sveta Barbara (Nova Hrastnica) (395 m);46,13580°N 14,30950°E;Sveti Andrej (nad Zmincem) (617 m);;50 min;1,70 km;lahka neoznačena steza;;222;230;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1360;28;0;https://www.hribi.net/izlet/sveta_barbara_nova_hrastnica_sveti_andrej_nad_zmincem/5/3173/7542
3174;7556;Podljubelj (Pod Košuto) (820 m);46,40950°N 14,29450°E;Robič (1384 m);mimo jezera pri Čežov;2 h 15 min;;lahka neoznačena steza;;564;610;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1160;46;1;https://www.hribi.net/izlet/podljubelj_pod_kosuto_robic_mimo_jezera_pri_cezov/11/3174/7556
3174;7544;Podljubelj (658 m);46,39790°N 14,28760°E;Robič (1384 m);mimo Zavetišča na Kalu;2 h 15 min;;lahka neoznačena steza;;726;755;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1050;59;0;https://www.hribi.net/izlet/podljubelj_robic_mimo_zavetisca_na_kalu/11/3174/7544
3174;7545;Dolina (731 m);46,39120°N 14,33050°E;Robič (1384 m);;1 h 55 min;;lahka neoznačena steza;;653;675;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): dereze;dereze;885;55;0;https://www.hribi.net/izlet/dolina_robic/11/3174/7545
3174;7546;Tržič (530 m);46,36470°N 14,31030°E;Robič (1384 m);čez Kamnek in mimo Zavetišča na Kalu;3 h 35 min;;lahka neoznačena steza;;854;995;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;487;82;0;https://www.hribi.net/izlet/trzic_robic_cez_kamnek_in_mimo_zavetisca_na_kalu/11/3174/7546
3174;7547;Tržič (Čegelše) (580 m);46,37060°N 14,30680°E;Robič (1384 m);mimo Zavetišča na Kalu;2 h 55 min;;lahka neoznačena steza;;804;850;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;339;67;0;https://www.hribi.net/izlet/trzic_cegelse_robic_mimo_zavetisca_na_kalu/11/3174/7547
3176;7550;Parkirišče Muritzen (1542 m);47,13323°N 13,40328°E;Sticklerhütte (1750 m);po cesti;1 h;;lahka označena pot;;208;245;https://www.kompass.de/wanderkarte;Priporočena oprema (zima):;Avtor: Glogo;547;24;0;https://www.hribi.net/izlet/parkirisce_muritzen_sticklerhutte_po_cesti/57/3176/7550
3177;7549;Parkirišče Muritzen (1542 m);47,13323°N 13,40328°E;Izvir Mure / Murusprung (1898 m);planinska pot mimo koče Sticklerhütte;2 h 15 min;;lahka označena pot;;356;425;https://www.kompass.de/wanderkarte;Priporočena oprema (zima):;Avtor: Glogo;3210;43;0;https://www.hribi.net/izlet/parkirisce_muritzen_izvir_mure___murusprung_planinska_pot_mimo_koce_sticklerhutte/57/3177/7549
3181;7554;Rehabilitacijski center St. Radegund pri Gradcu (795 m);47,18423°N 15,48222°E;Stubenberghaus (1430 m);planinska pot;2 h 10 min;;lahka označena pot;;635;635;Grazer Bergland - Schöckl - Almenland-Teichalm - Stubenbergsee, Wanderkarte 1:50.000, WK 131;Priporočena oprema (zima):;Avtor: Glogo;428;40;0;https://www.hribi.net/izlet/rehabilitacijski_center_st_radegund_pri_gradcu_stubenberghaus_planinska_pot/138/3181/7554
3182;7555;Rehabilitacijski center St. Radegund pri Gradcu (795 m);47,18423°N 15,48222°E;Schöckl (1445 m);planinska pot;2 h 15 min;;lahka označena pot;;650;650;Grazer Bergland - Schöckl - Almenland-Teichalm - Stubenbergsee, Wanderkarte 1:50.000, WK 131;Priporočena oprema (zima):;Avtor: Glogo;1910;44;0;https://www.hribi.net/izlet/rehabilitacijski_center_st_radegund_pri_gradcu_schockl_planinska_pot/138/3182/7555
3182;8751;Parkirišče Schöcklkreuz (1128 m);47,20276°N 15,48555°E;Schöckl (1445 m);Pot čez Schöcklkopf;1 h 20 min;;delno zahtevna označena pot;;317;345;Graz und Umgebung, https://www.bergfex.at;Priporočena oprema (zima):;Avtor: Glogo;825;65;0;https://www.hribi.net/izlet/parkirisce_schocklkreuz_schockl_pot_cez_schocklkopf/138/3182/8751
3183;7560;Rogla (Hotel Natura) (1460 m);46,45150°N 15,32809°E;Pot med krošnjami Pohorje (1460 m);Pot med krošnjami;25 min;0,79 km;lahka označena pot;;0;40;Pohorje - izletniška karta 1:50.000;Priporočena oprema (zima):;Ogledov: 2.410;2410;34;1;https://www.hribi.net/izlet/rogla_hotel_natura_pot_med_krosnjami_pohorje_pot_med_krosnjami/4/3183/7560
3188;7564;Sveta Barbara (Nova Hrastnica) (395 m);46,13580°N 14,30950°E;Sveta Barbara (nad Hrastnico) (629 m);;45 min;1,91 km;lahka neoznačena steza;;234;235;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 1.570;1570;17;0;https://www.hribi.net/izlet/sveta_barbara_nova_hrastnica_sveta_barbara_nad_hrastnico/5/3188/7564
3190;7570;Dömös (105 m);;Dobogó Kő (699 m);Rám Szakadék túra;2 h 15 min;;zahtevna označena pot;;594;610;Priporočena oprema (poletje): čelada;čelada;čelada, dereze;567;66;0;https://www.hribi.net/izlet/domos_dobogo_ko_ram_szakadek_tura/133/3190/7570
3190;7571;Dömös (105 m);;Dobogó Kő (699 m);Lukács árők;2 h 30 min;;lahka označena pot;;594;610;Priporočena oprema (poletje):;Priporočena oprema (zima): dereze;dereze;248;42;0;https://www.hribi.net/izlet/domos_dobogo_ko_lukacs_arok/133/3190/7571
3191;7572;Turracher Höhe (1805 m);46,91222°N 13,87662°E;Grünsee (pri Turracher Höhe) (1765 m);Pot treh jezer / 3-Seen Weg;20 min;;lahka označena pot;;;30;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: Glogo;851;24;0;https://www.hribi.net/izlet/turracher_hohe_grunsee_pri_turracher_hohe_pot_treh_jezer___3-seen_weg/29/3191/7572
3192;7573;Graz Center West (352 m);47,03339°N 15,41510°E;Sv. Martin (Gradec) / St. Martin (Graz) (411 m);Pot Sv. Martina / St. Martin-Steig;40 min;;lahka označena pot;;59;65;Wanderkarte 1:50.000, WK 133 ali https://www.bergfex.at;Priporočena oprema (zima):;Avtor: Glogo;318;32;0;https://www.hribi.net/izlet/graz_center_west_sv_martin_gradec___st_martin_graz_pot_sv_martina___st_martin-steig/28/3192/7573
3193;7575;Bled (Velika Zaka) (480 m);46,36240°N 14,08150°E;Gozdarska koča Mali Vokel (1145 m);;2 h 50 min;;lahka označena pot;;665;685;TNP 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;609;50;0;https://www.hribi.net/izlet/bled_velika_zaka_gozdarska_koca_mali_vokel/1/3193/7575
3193;7598;Zatrnik (880 m);46,36820°N 14,03340°E;Gozdarska koča Mali Vokel (1145 m);;1 h 15 min;;lahka neoznačena steza;;265;280;TNP 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;587;25;0;https://www.hribi.net/izlet/zatrnik_gozdarska_koca_mali_vokel/1/3193/7598
3193;7653;Bohinjska Bela (sv. Marjeta) (468 m);46,34990°N 14,06950°E;Gozdarska koča Mali Vokel (1145 m);;2 h 35 min;;lahka označena pot;;677;700;TNP 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;394;60;0;https://www.hribi.net/izlet/bohinjska_bela_sv_marjeta_gozdarska_koca_mali_vokel/1/3193/7653
3194;7576;Graz Center West (352 m);47,03339°N 15,41510°E;Buchkogel (Rudolfswarte) (659 m);mimo sv. Martina;1 h 30 min;;lahka neoznačena steza;;307;313;Graz und Umgebung, Wanderkarte 1:50.000, WK 133 ali https://www.bergfex.at;Priporočena oprema (zima):;Avtor: Glogo;393;42;0;https://www.hribi.net/izlet/graz_center_west_buchkogel_rudolfswarte_mimo_sv_martina/28/3194/7576
